"Plot Title: 21476421"
"#","Date Time, GMT-06:00","Abs Pres, mm Hg (LGR S/N: 21476421, SEN S/N: 21476421)","Temp, °C (LGR S/N: 21476421, SEN S/N: 21476421)","Abs Pres Barom., mm Hg (LGR S/N: 21060405, SEN S/N: 21060405)","Water Level, meters (LGR S/N: 21476421)","Coupler Detached (LGR S/N: 21476421)","Coupler Attached (LGR S/N: 21476421)","Host Connected (LGR S/N: 21476421)","Stopped (LGR S/N: 21476421)","End Of File (LGR S/N: 21476421)"
867,05/29/24 02:00:00 AM,951.16,9.176,676.07,3.437,,,,,
868,05/29/24 03:00:00 AM,952.13,9.176,676.39,3.446,,,,,
869,05/29/24 04:00:00 AM,952.98,9.176,676.42,3.457,,,,,
870,05/29/24 05:00:00 AM,953.46,8.879,676.48,3.463,,,,,
871,05/29/24 06:00:00 AM,953.18,9.077,677.04,3.451,,,,,
872,05/29/24 07:00:00 AM,953.62,8.978,677.53,3.451,,,,,
873,05/29/24 08:00:00 AM,954.83,8.978,677.76,3.464,,,,,
874,05/29/24 09:00:00 AM,955.59,9.077,677.88,3.473,,,,,
875,05/29/24 10:00:00 AM,955.35,8.779,677.82,3.470,,,,,
876,05/29/24 11:00:00 AM,954.83,8.680,677.94,3.461,,,,,
877,05/29/24 12:00:00 PM,954.75,8.779,677.85,3.461,,,,,
878,05/29/24 01:00:00 PM,955.92,8.680,677.89,3.477,,,,,
879,05/29/24 02:00:00 PM,957.33,8.879,678.66,3.486,,,,,
880,05/29/24 03:00:00 PM,956.84,8.879,678.65,3.479,,,,,
881,05/29/24 04:00:00 PM,957.04,8.779,678.67,3.482,,,,,
882,05/29/24 05:00:00 PM,956.68,8.779,678.38,3.481,,,,,
883,05/29/24 06:00:00 PM,957.57,8.581,678.64,3.489,,,,,
884,05/29/24 07:00:00 PM,958.09,8.680,678.69,3.495,,,,,
885,05/29/24 08:00:00 PM,958.98,8.481,679.55,3.496,,,,,
886,05/29/24 09:00:00 PM,958.65,8.581,679.68,3.490,,,,,
887,05/29/24 10:00:00 PM,959.42,8.680,679.89,3.497,,,,,
888,05/29/24 11:00:00 PM,960.59,8.581,680.06,3.511,,,,,
889,05/30/24 12:00:00 AM,960.95,8.581,680.24,3.513,,,,,
890,05/30/24 01:00:00 AM,960.30,8.481,680.64,3.499,,,,,
891,05/30/24 02:00:00 AM,960.78,8.481,680.91,3.502,,,,,
892,05/30/24 03:00:00 AM,961.80,8.581,681.03,3.514,,,,,
893,05/30/24 04:00:00 AM,962.28,8.581,680.86,3.523,,,,,
894,05/30/24 05:00:00 AM,962.08,8.680,681.16,3.516,,,,,
895,05/30/24 06:00:00 AM,961.75,8.481,681.24,3.511,,,,,
896,05/30/24 07:00:00 AM,962.40,8.581,681.60,3.514,,,,,
897,05/30/24 08:00:00 AM,963.04,8.382,681.51,3.524,,,,,
898,05/30/24 09:00:00 AM,963.51,7.782,681.80,3.527,,,,,
899,05/30/24 10:00:00 AM,962.87,7.682,681.78,3.518,,,,,
900,05/30/24 11:00:00 AM,962.28,8.282,681.64,3.512,,,,,
901,05/30/24 12:00:00 PM,962.44,8.382,681.49,3.516,,,,,
902,05/30/24 01:00:00 PM,963.12,8.282,681.66,3.523,,,,,
903,05/30/24 02:00:00 PM,963.36,8.282,681.45,3.530,,,,,
904,05/30/24 03:00:00 PM,962.76,7.983,681.21,3.524,,,,,
905,05/30/24 04:00:00 PM,962.39,7.983,681.39,3.517,,,,,
906,05/30/24 05:00:00 PM,962.76,8.282,681.10,3.526,,,,,
907,05/30/24 06:00:00 PM,963.08,8.182,681.31,3.528,,,,,
908,05/30/24 07:00:00 PM,962.60,8.481,680.58,3.531,,,,,
909,05/30/24 08:00:00 PM,962.28,8.581,680.64,3.526,,,,,
910,05/30/24 09:00:00 PM,962.24,8.481,681.24,3.517,,,,,
911,05/30/24 10:00:00 PM,962.92,8.382,681.51,3.523,,,,,
912,05/30/24 11:00:00 PM,963.53,8.382,681.67,3.529,,,,,
913,05/31/24 12:00:00 AM,963.45,8.481,681.53,3.530,,,,,
914,05/31/24 01:00:00 AM,962.96,8.481,681.68,3.521,,,,,
915,05/31/24 02:00:00 AM,962.48,8.481,681.43,3.518,,,,,
916,05/31/24 03:00:00 AM,962.84,8.481,681.60,3.520,,,,,
917,05/31/24 04:00:00 AM,963.33,8.481,681.75,3.525,,,,,
918,05/31/24 05:00:00 AM,963.28,8.382,681.87,3.523,,,,,
919,05/31/24 06:00:00 AM,963.09,8.481,681.93,3.519,,,,,
920,05/31/24 07:00:00 AM,963.08,8.182,682.28,3.514,,,,,
921,05/31/24 08:00:00 AM,963.20,8.182,682.28,3.516,,,,,
922,05/31/24 09:00:00 AM,963.12,7.983,681.75,3.522,,,,,
923,05/31/24 10:00:00 AM,962.44,8.382,681.25,3.520,,,,,
924,05/31/24 11:00:00 AM,961.63,8.481,680.67,3.517,,,,,
925,05/31/24 12:00:00 PM,960.78,8.182,680.14,3.512,,,,,
926,05/31/24 01:00:00 PM,960.66,8.182,679.90,3.514,,,,,
927,05/31/24 02:00:00 PM,961.06,7.983,679.71,3.522,,,,,
928,05/31/24 03:00:00 PM,960.42,7.882,679.59,3.515,,,,,
929,05/31/24 04:00:00 PM,959.37,7.983,679.02,3.508,,,,,
930,05/31/24 05:00:00 PM,959.01,8.581,678.72,3.508,,,,,
931,05/31/24 06:00:00 PM,959.54,8.382,678.93,3.512,,,,,
932,05/31/24 07:00:00 PM,959.58,8.481,678.74,3.515,,,,,
933,05/31/24 08:00:00 PM,959.01,8.581,678.60,3.509,,,,,
934,05/31/24 09:00:00 PM,958.41,8.581,678.51,3.502,,,,,
935,05/31/24 10:00:00 PM,958.53,8.581,678.65,3.502,,,,,
936,05/31/24 11:00:00 PM,958.98,8.481,678.54,3.509,,,,,
937,06/01/24 12:00:00 AM,958.93,8.382,678.56,3.509,,,,,
938,06/01/24 01:00:00 AM,958.57,8.382,678.22,3.508,,,,,
939,06/01/24 02:00:00 AM,958.21,8.382,678.37,3.501,,,,,
940,06/01/24 03:00:00 AM,957.88,8.182,678.18,3.500,,,,,
941,06/01/24 04:00:00 AM,957.88,8.182,678.00,3.502,,,,,
942,06/01/24 05:00:00 AM,958.00,8.182,678.05,3.503,,,,,
943,06/01/24 06:00:00 AM,957.76,8.182,678.07,3.499,,,,,
944,06/01/24 07:00:00 AM,957.44,8.282,677.97,3.496,,,,,
945,06/01/24 08:00:00 AM,957.04,8.182,677.88,3.492,,,,,
946,06/01/24 09:00:00 AM,956.79,8.182,677.60,3.493,,,,,
947,06/01/24 10:00:00 AM,956.60,8.282,676.99,3.498,,,,,
948,06/01/24 11:00:00 AM,955.92,8.382,676.68,3.493,,,,,
949,06/01/24 12:00:00 PM,954.99,8.481,675.97,3.490,,,,,
950,06/01/24 01:00:00 PM,954.27,8.481,675.51,3.487,,,,,
951,06/01/24 02:00:00 PM,953.58,8.581,674.86,3.486,,,,,
952,06/01/24 03:00:00 PM,953.30,8.481,674.38,3.489,,,,,
953,06/01/24 04:00:00 PM,952.69,8.481,674.22,3.483,,,,,
954,06/01/24 05:00:00 PM,952.25,8.282,673.87,3.481,,,,,
955,06/01/24 06:00:00 PM,951.89,8.282,674.12,3.473,,,,,
956,06/01/24 07:00:00 PM,953.13,8.382,674.70,3.482,,,,,
957,06/01/24 08:00:00 PM,953.30,8.481,674.98,3.481,,,,,
958,06/01/24 09:00:00 PM,953.22,8.879,674.80,3.482,,,,,
959,06/01/24 10:00:00 PM,952.94,8.779,674.96,3.476,,,,,
960,06/01/24 11:00:00 PM,952.86,8.581,674.78,3.477,,,,,
961,06/02/24 12:00:00 AM,953.05,8.481,674.77,3.480,,,,,
962,06/02/24 01:00:00 AM,953.18,8.481,674.68,3.483,,,,,
963,06/02/24 02:00:00 AM,952.98,8.581,674.70,3.480,,,,,
964,06/02/24 03:00:00 AM,952.53,8.680,674.51,3.477,,,,,
965,06/02/24 04:00:00 AM,952.57,8.481,674.61,3.476,,,,,
966,06/02/24 05:00:00 AM,952.53,8.382,674.52,3.477,,,,,
967,06/02/24 06:00:00 AM,952.65,8.382,674.59,3.477,,,,,
968,06/02/24 07:00:00 AM,952.69,8.481,674.66,3.477,,,,,
969,06/02/24 08:00:00 AM,952.37,8.581,674.73,3.471,,,,,
970,06/02/24 09:00:00 AM,952.65,8.680,675.03,3.471,,,,,
971,06/02/24 10:00:00 AM,952.45,8.481,674.82,3.471,,,,,
972,06/02/24 11:00:00 AM,952.25,8.581,674.74,3.470,,,,,
973,06/02/24 12:00:00 PM,952.49,8.581,674.72,3.473,,,,,
974,06/02/24 01:00:00 PM,952.45,8.481,674.72,3.473,,,,,
975,06/02/24 02:00:00 PM,951.81,8.680,674.13,3.472,,,,,
976,06/02/24 03:00:00 PM,951.12,8.481,673.74,3.468,,,,,
977,06/02/24 04:00:00 PM,951.16,8.581,673.63,3.470,,,,,
978,06/02/24 05:00:00 PM,951.00,8.481,673.36,3.472,,,,,
979,06/02/24 06:00:00 PM,950.31,8.581,673.11,3.466,,,,,
980,06/02/24 07:00:00 PM,950.19,8.581,672.93,3.466,,,,,
981,06/02/24 08:00:00 PM,949.95,8.581,672.64,3.467,,,,,
982,06/02/24 09:00:00 PM,949.43,8.481,672.10,3.467,,,,,
983,06/02/24 10:00:00 PM,949.39,8.382,671.86,3.470,,,,,
984,06/02/24 11:00:00 PM,948.87,8.282,671.40,3.469,,,,,
985,06/03/24 12:00:00 AM,948.30,8.680,670.93,3.468,,,,,
986,06/03/24 01:00:00 AM,947.78,8.581,670.61,3.465,,,,,
987,06/03/24 02:00:00 AM,947.42,8.581,669.76,3.472,,,,,
988,06/03/24 03:00:00 AM,946.94,8.581,669.24,3.472,,,,,
989,06/03/24 04:00:00 AM,946.37,8.382,668.82,3.470,,,,,
990,06/03/24 05:00:00 AM,945.81,8.481,668.24,3.470,,,,,
991,06/03/24 06:00:00 AM,945.93,8.779,667.94,3.476,,,,,
992,06/03/24 07:00:00 AM,946.09,8.879,667.77,3.481,,,,,
993,06/03/24 08:00:00 AM,945.97,8.879,667.44,3.484,,,,,
994,06/03/24 09:00:00 AM,945.61,8.879,667.31,3.481,,,,,
995,06/03/24 10:00:00 AM,945.21,8.779,666.89,3.481,,,,,
996,06/03/24 11:00:00 AM,945.57,8.481,666.95,3.485,,,,,
997,06/03/24 12:00:00 PM,945.81,8.481,666.80,3.490,,,,,
998,06/03/24 01:00:00 PM,946.05,8.481,666.75,3.494,,,,,
999,06/03/24 02:00:00 PM,946.45,8.581,667.01,3.496,,,,,
1000,06/03/24 03:00:00 PM,946.62,8.680,667.26,3.495,,,,,
1001,06/03/24 04:00:00 PM,947.58,8.082,667.22,3.508,,,,,
1002,06/03/24 05:00:00 PM,950.11,8.082,668.92,3.520,,,,,
1003,06/03/24 06:00:00 PM,950.92,8.282,668.72,3.533,,,,,
1004,06/03/24 07:00:00 PM,951.45,8.382,669.09,3.536,,,,,
1005,06/03/24 08:00:00 PM,953.29,8.182,670.53,3.541,,,,,
1006,06/03/24 09:00:00 PM,954.54,8.282,670.98,3.552,,,,,
1007,06/03/24 10:00:00 PM,956.28,8.382,672.12,3.560,,,,,
1008,06/03/24 11:00:00 PM,958.08,7.782,672.70,3.577,,,,,
1009,06/04/24 12:00:00 AM,958.65,8.282,673.00,3.580,,,,,
1010,06/04/24 01:00:00 AM,959.17,8.382,673.67,3.578,,,,,
1011,06/04/24 02:00:00 AM,960.22,8.282,673.82,3.591,,,,,
1012,06/04/24 03:00:00 AM,961.83,8.382,674.44,3.604,,,,,
1013,06/04/24 04:00:00 AM,962.64,8.282,674.64,3.612,,,,,
1014,06/04/24 05:00:00 AM,962.88,8.282,674.97,3.611,,,,,
1015,06/04/24 06:00:00 AM,963.12,8.282,675.54,3.607,,,,,
1016,06/04/24 07:00:00 AM,964.29,8.182,675.84,3.618,,,,,
1017,06/04/24 08:00:00 AM,965.01,8.182,675.41,3.634,,,,,
1018,06/04/24 09:00:00 AM,965.58,8.082,676.18,3.631,,,,,
1019,06/04/24 10:00:00 AM,964.85,8.082,675.71,3.628,,,,,
1020,06/04/24 11:00:00 AM,964.32,7.983,675.56,3.623,,,,,
1021,06/04/24 12:00:00 PM,964.69,7.983,675.58,3.627,,,,,
1022,06/04/24 01:00:00 PM,965.65,7.682,675.26,3.645,,,,,
1023,06/04/24 02:00:00 PM,965.49,7.882,675.00,3.646,,,,,
1024,06/04/24 03:00:00 PM,964.61,8.082,674.55,3.640,,,,,
1025,06/04/24 04:00:00 PM,963.64,8.082,674.15,3.633,,,,,
1026,06/04/24 05:00:00 PM,963.76,8.082,673.67,3.641,,,,,
1027,06/04/24 06:00:00 PM,965.22,8.082,673.86,3.658,,,,,
1028,06/04/24 07:00:00 PM,965.70,8.082,674.06,3.662,,,,,
1029,06/04/24 08:00:00 PM,964.37,8.082,673.54,3.651,,,,,
1030,06/04/24 09:00:00 PM,964.00,8.082,673.68,3.644,,,,,
1031,06/04/24 10:00:00 PM,964.61,8.082,673.45,3.655,,,,,
1032,06/04/24 11:00:00 PM,964.97,8.082,673.68,3.657,,,,,
1033,06/05/24 12:00:00 AM,965.46,8.082,673.85,3.661,,,,,
1034,06/05/24 01:00:00 AM,965.09,8.082,674.42,3.649,,,,,
1035,06/05/24 02:00:00 AM,965.94,8.082,675.09,3.651,,,,,
1036,06/05/24 03:00:00 AM,967.27,8.082,675.92,3.658,,,,,
1037,06/05/24 04:00:00 AM,969.20,8.082,676.92,3.670,,,,,
1038,06/05/24 05:00:00 AM,969.33,8.082,677.45,3.665,,,,,
1039,06/05/24 06:00:00 AM,969.69,8.082,677.82,3.665,,,,,
1040,06/05/24 07:00:00 AM,970.41,8.082,678.62,3.664,,,,,
1041,06/05/24 08:00:00 AM,971.62,8.082,679.32,3.671,,,,,
1042,06/05/24 09:00:00 AM,972.59,8.082,679.86,3.677,,,,,
1043,06/05/24 10:00:00 AM,972.71,8.082,680.00,3.676,,,,,
1044,06/05/24 11:00:00 AM,972.51,8.182,679.94,3.674,,,,,
1045,06/05/24 12:00:00 PM,972.27,8.182,679.86,3.672,,,,,
1046,06/05/24 01:00:00 PM,973.00,8.182,679.98,3.681,,,,,
1047,06/05/24 02:00:00 PM,972.84,8.382,679.93,3.679,,,,,
1048,06/05/24 03:00:00 PM,972.35,8.382,679.57,3.677,,,,,
1049,06/05/24 04:00:00 PM,972.11,8.382,679.44,3.676,,,,,
1050,06/05/24 05:00:00 PM,971.67,8.481,679.29,3.672,,,,,
1051,06/05/24 06:00:00 PM,972.15,8.481,679.58,3.675,,,,,
1052,06/05/24 07:00:00 PM,972.27,8.481,679.52,3.677,,,,,
1053,06/05/24 08:00:00 PM,972.51,8.481,679.62,3.679,,,,,
1054,06/05/24 09:00:00 PM,972.35,8.382,679.85,3.674,,,,,
1055,06/05/24 10:00:00 PM,972.84,8.382,680.46,3.672,,,,,
1056,06/05/24 11:00:00 PM,973.44,8.382,680.65,3.677,,,,,
1057,06/06/24 12:00:00 AM,973.64,8.282,680.52,3.682,,,,,
1058,06/06/24 01:00:00 AM,973.64,8.282,680.85,3.678,,,,,
1059,06/06/24 02:00:00 AM,974.00,8.282,681.10,3.679,,,,,
1060,06/06/24 03:00:00 AM,974.37,8.282,681.43,3.679,,,,,
1061,06/06/24 04:00:00 AM,974.56,8.182,681.66,3.679,,,,,
1062,06/06/24 05:00:00 AM,975.10,8.282,681.81,3.684,,,,,
1063,06/06/24 06:00:00 AM,975.29,8.182,682.38,3.679,,,,,
1064,06/06/24 07:00:00 AM,975.41,8.182,682.42,3.680,,,,,
1065,06/06/24 08:00:00 AM,975.66,8.182,682.68,3.680,,,,,
1066,06/06/24 09:00:00 AM,975.58,8.282,682.17,3.686,,,,,
1067,06/06/24 10:00:00 AM,975.25,8.382,681.81,3.686,,,,,
1068,06/06/24 11:00:00 AM,974.41,8.382,681.23,3.683,,,,,
1069,06/06/24 12:00:00 PM,973.81,8.382,680.67,3.682,,,,,
1070,06/06/24 01:00:00 PM,973.24,8.481,680.31,3.680,,,,,
1071,06/06/24 02:00:00 PM,972.43,8.581,679.55,3.679,,,,,
1072,06/06/24 03:00:00 PM,971.87,8.680,678.88,3.680,,,,,
1073,06/06/24 04:00:00 PM,971.23,8.879,678.33,3.679,,,,,
1074,06/06/24 05:00:00 PM,970.71,8.779,677.90,3.678,,,,,
1075,06/06/24 06:00:00 PM,969.93,8.680,677.19,3.677,,,,,
1076,06/06/24 07:00:00 PM,969.66,8.879,676.56,3.682,,,,,
1077,06/06/24 08:00:00 PM,969.25,8.779,676.50,3.677,,,,,
1078,06/06/24 09:00:00 PM,969.25,8.779,676.26,3.680,,,,,
1079,06/06/24 10:00:00 PM,969.30,8.879,676.26,3.681,,,,,
1080,06/06/24 11:00:00 PM,969.54,8.879,676.27,3.684,,,,,
1081,06/07/24 12:00:00 AM,970.10,8.779,676.59,3.687,,,,,
1082,06/07/24 01:00:00 AM,970.46,8.779,676.80,3.690,,,,,
1083,06/07/24 02:00:00 AM,970.83,8.779,677.13,3.690,,,,,
1084,06/07/24 03:00:00 AM,970.95,8.779,677.28,3.690,,,,,
1085,06/07/24 04:00:00 AM,971.19,8.779,677.51,3.690,,,,,
1086,06/07/24 05:00:00 AM,971.71,8.879,677.64,3.695,,,,,
1087,06/07/24 06:00:00 AM,972.32,8.879,677.99,3.699,,,,,
1088,06/07/24 07:00:00 AM,972.76,8.779,678.44,3.698,,,,,
1089,06/07/24 08:00:00 AM,972.76,8.779,678.44,3.698,,,,,
1090,06/07/24 09:00:00 AM,973.04,8.879,678.42,3.703,,,,,
1091,06/07/24 10:00:00 AM,973.00,8.779,678.25,3.704,,,,,
1092,06/07/24 11:00:00 AM,972.56,8.879,677.95,3.702,,,,,
1093,06/07/24 12:00:00 PM,972.00,8.978,677.62,3.699,,,,,
1094,06/07/24 01:00:00 PM,971.55,9.077,677.13,3.700,,,,,
1095,06/07/24 02:00:00 PM,970.91,8.978,676.77,3.696,,,,,
1096,06/07/24 03:00:00 PM,970.83,9.077,676.56,3.698,,,,,
1097,06/07/24 04:00:00 PM,970.67,9.275,676.24,3.700,,,,,
1098,06/07/24 05:00:00 PM,970.35,9.077,676.02,3.699,,,,,
1099,06/07/24 06:00:00 PM,969.94,8.978,675.63,3.698,,,,,
1100,06/07/24 07:00:00 PM,970.26,8.879,675.73,3.701,,,,,
1101,06/07/24 08:00:00 PM,970.55,9.275,675.74,3.705,,,,,
1102,06/07/24 09:00:00 PM,970.67,9.571,675.72,3.707,,,,,
1103,06/07/24 10:00:00 PM,971.07,9.965,675.91,3.710,,,,,
1104,06/07/24 11:00:00 PM,971.40,9.866,675.94,3.714,,,,,
1105,06/08/24 12:00:00 AM,971.47,9.768,675.97,3.715,,,,,
1106,06/08/24 01:00:00 AM,972.08,9.472,676.65,3.714,,,,,
1107,06/08/24 02:00:00 AM,972.64,9.373,676.79,3.720,,,,,
1108,06/08/24 03:00:00 AM,972.93,9.176,677.00,3.720,,,,,
1109,06/08/24 04:00:00 AM,973.21,8.978,677.23,3.721,,,,,
1110,06/08/24 05:00:00 AM,973.69,8.978,677.61,3.722,,,,,
1111,06/08/24 06:00:00 AM,974.22,9.077,677.94,3.725,,,,,
1112,06/08/24 07:00:00 AM,974.83,9.373,678.12,3.731,,,,,
1113,06/08/24 08:00:00 AM,974.90,9.571,678.14,3.732,,,,,
1114,06/08/24 09:00:00 AM,974.38,9.768,677.92,3.728,,,,,
1115,06/08/24 10:00:00 AM,974.02,9.176,677.81,3.724,,,,,
1116,06/08/24 11:00:00 AM,974.17,9.275,677.78,3.727,,,,,
1117,06/08/24 12:00:00 PM,974.30,9.275,677.76,3.729,,,,,
1118,06/08/24 01:00:00 PM,974.02,9.176,677.31,3.731,,,,,
1119,06/08/24 02:00:00 PM,973.69,8.978,677.07,3.730,,,,,
1120,06/08/24 03:00:00 PM,973.53,8.879,677.34,3.724,,,,,
1121,06/08/24 04:00:00 PM,973.81,9.571,677.35,3.728,,,,,
1122,06/08/24 05:00:00 PM,974.21,10.846,677.22,3.736,,,,,
1123,06/08/24 06:00:00 PM,974.10,10.553,676.98,3.737,,,,,
1124,06/08/24 07:00:00 PM,974.86,10.357,677.50,3.740,,,,,
1125,06/08/24 08:00:00 PM,974.58,9.373,677.94,3.730,,,,,
1126,06/08/24 09:00:00 PM,976.18,8.581,678.84,3.739,,,,,
1127,06/08/24 10:00:00 PM,976.41,7.682,679.38,3.735,,,,,
1128,06/08/24 11:00:00 PM,977.29,7.481,679.83,3.741,,,,,
1129,06/09/24 12:00:00 AM,978.00,6.877,680.52,3.741,,,,,
1130,06/09/24 01:00:00 AM,977.62,6.573,680.56,3.735,,,,,
1131,06/09/24 02:00:00 AM,977.98,6.268,680.52,3.740,,,,,
1132,06/09/24 03:00:00 AM,978.37,6.064,680.83,3.742,,,,,
1133,06/09/24 04:00:00 AM,978.57,5.962,680.73,3.745,,,,,
1134,06/09/24 05:00:00 AM,978.40,5.860,680.85,3.742,,,,,
1135,06/09/24 06:00:00 AM,978.97,5.757,681.11,3.746,,,,,
1136,06/09/24 07:00:00 AM,979.09,5.757,681.13,3.747,,,,,
1137,06/09/24 08:00:00 AM,978.75,5.552,680.73,3.748,,,,,
1138,06/09/24 09:00:00 AM,978.75,5.552,680.73,3.748,,,,,
1139,06/09/24 10:00:00 AM,978.39,5.552,680.31,3.749,,,,,
1140,06/09/24 11:00:00 AM,977.95,5.655,679.79,3.750,,,,,
1141,06/09/24 12:00:00 PM,977.51,5.757,679.51,3.748,,,,,
1142,06/09/24 01:00:00 PM,976.91,5.757,678.81,3.749,,,,,
1143,06/09/24 02:00:00 PM,976.06,5.757,678.24,3.745,,,,,
1144,06/09/24 03:00:00 PM,975.59,6.064,678.00,3.742,,,,,
1145,06/09/24 04:00:00 PM,975.49,6.370,677.49,3.748,,,,,
1146,06/09/24 05:00:00 PM,975.21,6.573,676.89,3.752,,,,,
1147,06/09/24 06:00:00 PM,974.70,7.079,676.58,3.750,,,,,
1148,06/09/24 07:00:00 PM,973.87,7.381,676.37,3.741,,,,,
1149,06/09/24 08:00:00 PM,973.26,7.381,675.56,3.744,,,,,
1150,06/09/24 09:00:00 PM,973.90,7.481,676.02,3.746,,,,,
1151,06/09/24 10:00:00 PM,974.56,7.582,676.37,3.751,,,,,
1152,06/09/24 11:00:00 PM,974.35,7.682,676.17,3.751,,,,,
1153,06/10/24 12:00:00 AM,974.11,7.682,676.19,3.747,,,,,
1154,06/10/24 01:00:00 AM,974.52,7.782,676.65,3.746,,,,,
1155,06/10/24 02:00:00 AM,974.64,7.782,676.29,3.753,,,,,
1156,06/10/24 03:00:00 AM,975.53,7.882,676.40,3.764,,,,,
1157,06/10/24 04:00:00 AM,975.28,7.882,676.41,3.760,,,,,
1158,06/10/24 05:00:00 AM,974.44,8.182,676.40,3.749,,,,,
1159,06/10/24 06:00:00 AM,974.93,8.182,676.85,3.749,,,,,
1160,06/10/24 07:00:00 AM,976.22,8.082,677.41,3.759,,,,,
1161,06/10/24 08:00:00 AM,977.06,8.082,677.78,3.766,,,,,
1162,06/10/24 09:00:00 AM,976.75,8.182,677.73,3.762,,,,,
1163,06/10/24 10:00:00 AM,976.14,8.182,677.88,3.752,,,,,
1164,06/10/24 11:00:00 AM,975.98,8.382,677.81,3.751,,,,,
1165,06/10/24 12:00:00 PM,976.15,8.481,677.55,3.756,,,,,
1166,06/10/24 01:00:00 PM,976.27,8.779,677.25,3.762,,,,,
1167,06/10/24 02:00:00 PM,975.38,8.978,676.91,3.755,,,,,
1168,06/10/24 03:00:00 PM,974.86,9.176,676.84,3.749,,,,,
1169,06/10/24 04:00:00 PM,974.62,9.176,676.76,3.747,,,,,
1170,06/10/24 05:00:00 PM,975.43,9.077,676.77,3.758,,,,,
1171,06/10/24 06:00:00 PM,975.63,8.978,676.92,3.758,,,,,
1172,06/10/24 07:00:00 PM,975.71,9.176,677.31,3.754,,,,,
1173,06/10/24 08:00:00 PM,975.63,9.275,677.41,3.752,,,,,
1174,06/10/24 09:00:00 PM,976.03,9.373,677.49,3.756,,,,,
1175,06/10/24 10:00:00 PM,976.68,9.176,677.79,3.761,,,,,
1176,06/10/24 11:00:00 PM,977.20,8.978,677.76,3.768,,,,,
1177,06/11/24 12:00:00 AM,976.92,8.879,677.98,3.761,,,,,
1178,06/11/24 01:00:00 AM,976.67,8.879,677.83,3.760,,,,,
1179,06/11/24 02:00:00 AM,977.04,8.879,677.84,3.765,,,,,
1180,06/11/24 03:00:00 AM,977.64,8.879,678.10,3.769,,,,,
1181,06/11/24 04:00:00 AM,977.89,8.879,678.03,3.774,,,,,
1182,06/11/24 05:00:00 AM,977.16,8.879,677.55,3.770,,,,,
1183,06/11/24 06:00:00 AM,977.40,8.879,678.00,3.767,,,,,
1184,06/11/24 07:00:00 AM,977.28,8.879,677.75,3.769,,,,,
1185,06/11/24 08:00:00 AM,977.56,8.978,677.69,3.774,,,,,
1186,06/11/24 09:00:00 AM,977.32,8.978,677.28,3.776,,,,,
1187,06/11/24 10:00:00 AM,976.39,9.077,676.77,3.771,,,,,
1188,06/11/24 11:00:00 AM,975.75,8.978,676.41,3.767,,,,,
1189,06/11/24 12:00:00 PM,975.07,9.077,675.69,3.767,,,,,
1190,06/11/24 01:00:00 PM,974.58,9.077,675.15,3.768,,,,,
1191,06/11/24 02:00:00 PM,974.17,8.978,674.84,3.767,,,,,
1192,06/11/24 03:00:00 PM,973.61,9.077,674.08,3.769,,,,,
1193,06/11/24 04:00:00 PM,972.48,9.275,673.32,3.764,,,,,
1194,06/11/24 05:00:00 PM,972.36,9.571,672.83,3.770,,,,,
1195,06/11/24 06:00:00 PM,972.20,9.768,672.60,3.771,,,,,
1196,06/11/24 07:00:00 PM,971.96,9.768,672.54,3.768,,,,,
1197,06/11/24 08:00:00 PM,972.60,9.571,673.14,3.769,,,,,
1198,06/11/24 09:00:00 PM,972.85,9.571,673.47,3.768,,,,,
1199,06/11/24 10:00:00 PM,973.93,9.571,673.81,3.778,,,,,
1200,06/11/24 11:00:00 PM,974.90,9.571,674.14,3.786,,,,,
1201,06/12/24 12:00:00 AM,974.66,9.571,674.13,3.783,,,,,
1202,06/12/24 01:00:00 AM,975.03,9.571,674.47,3.784,,,,,
1203,06/12/24 02:00:00 AM,975.47,9.472,674.73,3.786,,,,,
1204,06/12/24 03:00:00 AM,976.63,9.373,674.98,3.798,,,,,
1205,06/12/24 04:00:00 AM,977.20,9.275,675.45,3.800,,,,,
1206,06/12/24 05:00:00 AM,977.60,9.077,675.88,3.799,,,,,
1207,06/12/24 06:00:00 AM,978.25,9.176,676.77,3.796,,,,,
1208,06/12/24 07:00:00 AM,978.57,9.077,677.04,3.797,,,,,
1209,06/12/24 08:00:00 AM,979.42,9.077,677.37,3.804,,,,,
1210,06/12/24 09:00:00 AM,979.90,9.077,677.94,3.802,,,,,
1211,06/12/24 10:00:00 AM,980.02,9.077,677.90,3.805,,,,,
1212,06/12/24 11:00:00 AM,979.70,9.176,677.81,3.802,,,,,
1213,06/12/24 12:00:00 PM,979.58,9.176,678.02,3.797,,,,,
1214,06/12/24 01:00:00 PM,979.54,9.373,677.93,3.798,,,,,
1215,06/12/24 02:00:00 PM,979.75,9.571,677.81,3.802,,,,,
1216,06/12/24 03:00:00 PM,979.46,9.768,677.90,3.797,,,,,
1217,06/12/24 04:00:00 PM,979.18,9.373,677.73,3.796,,,,,
1218,06/12/24 05:00:00 PM,979.14,9.571,677.67,3.796,,,,,
1219,06/12/24 06:00:00 PM,979.42,9.669,677.88,3.797,,,,,
1220,06/12/24 07:00:00 PM,979.70,9.768,678.11,3.798,,,,,
1221,06/12/24 08:00:00 PM,979.78,9.669,678.34,3.796,,,,,
