"Plot Title:  21567199"
"#","Date Time, GMT-06:00","Abs Pres, mm Hg (LGR S/N: 21567199, SEN S/N: 21567199)","Temp, °C (LGR S/N: 21567199, SEN S/N: 21567199)","Water Level, meters (LGR S/N: 21567199)","Coupler Detached (LGR S/N: 21567199)","Coupler Attached (LGR S/N: 21567199)","Host Connected (LGR S/N: 21567199)","Stopped (LGR S/N: 21567199)","End Of File (LGR S/N: 21567199)"
400,05/09/24 07:00:00 PM,742.63,6.674,1.143,,,,,
401,05/09/24 08:00:00 PM,742.47,6.370,1.141,,,,,
402,05/09/24 09:00:00 PM,742.88,6.166,1.146,,,,,
403,05/09/24 10:00:00 PM,743.33,6.064,1.152,,,,,
404,05/09/24 11:00:00 PM,743.28,5.962,1.152,,,,,
405,05/10/24 12:00:00 AM,743.23,5.860,1.151,,,,,
406,05/10/24 01:00:00 AM,743.74,5.860,1.158,,,,,
407,05/10/24 02:00:00 AM,743.89,5.655,1.160,,,,,
408,05/10/24 03:00:00 AM,743.73,5.347,1.158,,,,,
409,05/10/24 04:00:00 AM,743.87,5.141,1.159,,,,,
410,05/10/24 05:00:00 AM,743.82,5.037,1.159,,,,,
411,05/10/24 06:00:00 AM,744.28,4.934,1.165,,,,,
412,05/10/24 07:00:00 AM,744.28,4.934,1.165,,,,,
413,05/10/24 08:00:00 AM,744.28,4.934,1.165,,,,,
414,05/10/24 09:00:00 AM,744.08,5.037,1.162,,,,,
415,05/10/24 10:00:00 AM,743.87,5.141,1.159,,,,,
416,05/10/24 11:00:00 AM,742.85,5.141,1.145,,,,,
417,05/10/24 12:00:00 PM,742.45,5.347,1.140,,,,,
418,05/10/24 01:00:00 PM,741.33,5.655,1.125,,,,,
419,05/10/24 02:00:00 PM,740.83,6.166,1.118,,,,,
420,05/10/24 03:00:00 PM,739.40,6.877,1.099,,,,,
421,05/10/24 04:00:00 PM,738.89,7.381,1.093,,,,,
422,05/10/24 05:00:00 PM,738.33,6.775,1.085,,,,,
423,05/10/24 06:00:00 PM,737.56,6.268,1.074,,,,,
424,05/10/24 07:00:00 PM,736.73,5.655,1.063,,,,,
425,05/10/24 08:00:00 PM,736.32,5.347,1.057,,,,,
426,05/10/24 09:00:00 PM,736.47,5.141,1.059,,,,,
427,05/10/24 10:00:00 PM,737.18,5.037,1.068,,,,,
428,05/10/24 11:00:00 PM,737.12,4.934,1.068,,,,,
429,05/11/24 12:00:00 AM,736.87,4.934,1.064,,,,,
430,05/11/24 01:00:00 AM,737.07,4.831,1.067,,,,,
431,05/11/24 02:00:00 AM,737.58,4.831,1.074,,,,,
432,05/11/24 03:00:00 AM,737.58,4.831,1.074,,,,,
433,05/11/24 04:00:00 AM,737.58,4.831,1.074,,,,,
434,05/11/24 05:00:00 AM,738.35,4.831,1.084,,,,,
435,05/11/24 06:00:00 AM,738.09,4.831,1.081,,,,,
436,05/11/24 07:00:00 AM,738.86,4.831,1.091,,,,,
437,05/11/24 08:00:00 AM,739.12,4.831,1.095,,,,,
438,05/11/24 09:00:00 AM,738.41,4.934,1.085,,,,,
439,05/11/24 10:00:00 AM,738.26,5.141,1.083,,,,,
440,05/11/24 11:00:00 AM,738.00,5.141,1.080,,,,,
441,05/11/24 12:00:00 PM,737.49,5.141,1.073,,,,,
442,05/11/24 01:00:00 PM,736.78,5.244,1.063,,,,,
443,05/11/24 02:00:00 PM,736.12,5.450,1.054,,,,,
444,05/11/24 03:00:00 PM,735.62,5.962,1.048,,,,,
445,05/11/24 04:00:00 PM,735.10,5.450,1.040,,,,,
446,05/11/24 05:00:00 PM,735.04,5.347,1.039,,,,,
447,05/11/24 06:00:00 PM,735.19,5.141,1.041,,,,,
448,05/11/24 07:00:00 PM,735.39,5.037,1.044,,,,,
449,05/11/24 08:00:00 PM,735.08,4.934,1.040,,,,,
450,05/11/24 09:00:00 PM,735.59,4.934,1.047,,,,,
451,05/11/24 10:00:00 PM,736.31,4.831,1.056,,,,,
452,05/11/24 11:00:00 PM,736.82,4.831,1.063,,,,,
453,05/12/24 12:00:00 AM,737.07,4.831,1.067,,,,,
454,05/12/24 01:00:00 AM,737.58,4.831,1.074,,,,,
455,05/12/24 02:00:00 AM,738.09,4.831,1.081,,,,,
456,05/12/24 03:00:00 AM,738.35,4.831,1.084,,,,,
457,05/12/24 04:00:00 AM,739.37,4.831,1.098,,,,,
458,05/12/24 05:00:00 AM,739.68,4.934,1.102,,,,,
459,05/12/24 06:00:00 AM,740.39,4.831,1.112,,,,,
460,05/12/24 07:00:00 AM,740.81,5.141,1.118,,,,,
461,05/12/24 08:00:00 AM,741.07,5.141,1.121,,,,,
462,05/12/24 09:00:00 AM,740.96,4.934,1.120,,,,,
463,05/12/24 10:00:00 AM,741.02,5.037,1.120,,,,,
464,05/12/24 11:00:00 AM,741.07,5.141,1.121,,,,,
465,05/12/24 12:00:00 PM,740.41,5.347,1.113,,,,,
466,05/12/24 01:00:00 PM,740.21,5.450,1.110,,,,,
467,05/12/24 02:00:00 PM,739.60,5.757,1.102,,,,,
468,05/12/24 03:00:00 PM,739.44,5.450,1.099,,,,,
469,05/12/24 04:00:00 PM,738.56,5.244,1.087,,,,,
470,05/12/24 05:00:00 PM,739.28,5.141,1.097,,,,,
471,05/12/24 06:00:00 PM,738.97,5.037,1.093,,,,,
472,05/12/24 07:00:00 PM,738.66,4.934,1.088,,,,,
473,05/12/24 08:00:00 PM,739.43,4.934,1.099,,,,,
474,05/12/24 09:00:00 PM,739.88,4.831,1.105,,,,,
475,05/12/24 10:00:00 PM,741.16,4.831,1.122,,,,,
476,05/12/24 11:00:00 PM,741.92,4.831,1.133,,,,,
477,05/13/24 12:00:00 AM,742.13,4.727,1.136,,,,,
478,05/13/24 01:00:00 AM,742.64,4.727,1.142,,,,,
479,05/13/24 02:00:00 AM,743.15,4.727,1.149,,,,,
480,05/13/24 03:00:00 AM,743.40,4.727,1.153,,,,,
481,05/13/24 04:00:00 AM,744.17,4.727,1.163,,,,,
482,05/13/24 05:00:00 AM,744.94,4.727,1.174,,,,,
483,05/13/24 06:00:00 AM,744.85,5.037,1.173,,,,,
484,05/13/24 07:00:00 AM,745.41,5.141,1.180,,,,,
485,05/13/24 08:00:00 AM,745.82,4.934,1.186,,,,,
486,05/13/24 09:00:00 AM,746.63,5.037,1.197,,,,,
487,05/13/24 10:00:00 AM,746.63,5.037,1.197,,,,,
488,05/13/24 11:00:00 AM,746.43,5.141,1.194,,,,,
489,05/13/24 12:00:00 PM,746.43,5.141,1.194,,,,,
490,05/13/24 01:00:00 PM,746.23,5.244,1.191,,,,,
491,05/13/24 02:00:00 PM,746.74,5.244,1.198,,,,,
492,05/13/24 03:00:00 PM,746.89,5.037,1.200,,,,,
493,05/13/24 04:00:00 PM,746.84,4.934,1.200,,,,,
494,05/13/24 05:00:00 PM,746.43,5.141,1.194,,,,,
495,05/13/24 06:00:00 PM,746.23,5.244,1.191,,,,,
496,05/13/24 07:00:00 PM,747.09,4.934,1.203,,,,,
497,05/13/24 08:00:00 PM,748.06,4.831,1.216,,,,,
498,05/13/24 09:00:00 PM,749.28,4.727,1.233,,,,,
499,05/13/24 10:00:00 PM,749.54,4.727,1.236,,,,,
500,05/13/24 11:00:00 PM,751.13,4.831,1.258,,,,,
501,05/14/24 12:00:00 AM,752.20,4.934,1.273,,,,,
502,05/14/24 01:00:00 AM,752.77,5.037,1.280,,,,,
503,05/14/24 02:00:00 AM,752.77,5.037,1.280,,,,,
504,05/14/24 03:00:00 AM,753.28,5.037,1.287,,,,,
505,05/14/24 04:00:00 AM,753.13,5.244,1.285,,,,,
506,05/14/24 05:00:00 AM,754.55,5.037,1.305,,,,,
507,05/14/24 06:00:00 AM,755.01,4.934,1.311,,,,,
508,05/14/24 07:00:00 AM,755.78,4.934,1.321,,,,,
509,05/14/24 08:00:00 AM,756.29,4.934,1.328,,,,,
510,05/14/24 09:00:00 AM,757.31,4.934,1.342,,,,,
511,05/14/24 10:00:00 AM,758.13,5.037,1.353,,,,,
512,05/14/24 11:00:00 AM,757.93,5.141,1.351,,,,,
513,05/14/24 12:00:00 PM,757.16,5.141,1.340,,,,,
514,05/14/24 01:00:00 PM,757.62,5.037,1.346,,,,,
515,05/14/24 02:00:00 PM,758.04,5.347,1.352,,,,,
516,05/14/24 03:00:00 PM,757.96,6.166,1.351,,,,,
517,05/14/24 04:00:00 PM,757.35,6.471,1.343,,,,,
518,05/14/24 05:00:00 PM,757.66,6.573,1.348,,,,,
519,05/14/24 06:00:00 PM,757.55,6.370,1.346,,,,,
520,05/14/24 07:00:00 PM,757.91,6.573,1.351,,,,,
521,05/14/24 08:00:00 PM,758.93,6.573,1.365,,,,,
522,05/14/24 09:00:00 PM,758.78,6.775,1.363,,,,,
523,05/14/24 10:00:00 PM,759.65,6.978,1.375,,,,,
524,05/14/24 11:00:00 PM,760.27,7.179,1.383,,,,,
525,05/15/24 12:00:00 AM,760.32,7.280,1.384,,,,,
526,05/15/24 01:00:00 AM,761.14,7.381,1.395,,,,,
527,05/15/24 02:00:00 AM,761.66,7.381,1.402,,,,,
528,05/15/24 03:00:00 AM,761.66,7.381,1.402,,,,,
529,05/15/24 04:00:00 AM,762.17,7.381,1.409,,,,,
530,05/15/24 05:00:00 AM,762.68,7.381,1.416,,,,,
531,05/15/24 06:00:00 AM,762.73,7.481,1.417,,,,,
532,05/15/24 07:00:00 AM,762.99,7.481,1.420,,,,,
533,05/15/24 08:00:00 AM,763.55,7.582,1.428,,,,,
534,05/15/24 09:00:00 AM,763.35,7.682,1.426,,,,,
535,05/15/24 10:00:00 AM,763.65,7.782,1.430,,,,,
536,05/15/24 11:00:00 AM,763.70,7.882,1.430,,,,,
537,05/15/24 12:00:00 PM,762.22,7.983,1.411,,,,,
538,05/15/24 01:00:00 PM,762.22,7.983,1.411,,,,,
539,05/15/24 02:00:00 PM,761.86,7.782,1.405,,,,,
540,05/15/24 03:00:00 PM,761.40,7.381,1.399,,,,,
541,05/15/24 04:00:00 PM,761.96,6.978,1.406,,,,,
542,05/15/24 05:00:00 PM,760.01,6.674,1.380,,,,,
543,05/15/24 06:00:00 PM,760.88,6.370,1.391,,,,,
544,05/15/24 07:00:00 PM,760.51,6.166,1.386,,,,,
545,05/15/24 08:00:00 PM,761.03,6.166,1.393,,,,,
546,05/15/24 09:00:00 PM,761.23,6.064,1.396,,,,,
547,05/15/24 10:00:00 PM,761.17,5.962,1.395,,,,,
548,05/15/24 11:00:00 PM,761.32,5.757,1.397,,,,,
549,05/16/24 12:00:00 AM,761.01,5.655,1.393,,,,,
550,05/16/24 01:00:00 AM,761.10,5.347,1.394,,,,,
551,05/16/24 02:00:00 AM,761.05,5.244,1.393,,,,,
552,05/16/24 03:00:00 AM,760.74,5.141,1.389,,,,,
553,05/16/24 04:00:00 AM,760.12,4.934,1.380,,,,,
554,05/16/24 05:00:00 AM,760.07,4.831,1.380,,,,,
555,05/16/24 06:00:00 AM,759.56,4.831,1.373,,,,,
556,05/16/24 07:00:00 AM,759.29,4.831,1.369,,,,,
557,05/16/24 08:00:00 AM,758.48,4.727,1.358,,,,,
558,05/16/24 09:00:00 AM,758.73,4.727,1.361,,,,,
559,05/16/24 10:00:00 AM,758.02,4.831,1.352,,,,,
560,05/16/24 11:00:00 AM,758.48,4.727,1.358,,,,,
561,05/16/24 12:00:00 PM,757.97,4.727,1.351,,,,,
562,05/16/24 01:00:00 PM,757.20,4.727,1.341,,,,,
563,05/16/24 02:00:00 PM,756.69,4.727,1.334,,,,,
564,05/16/24 03:00:00 PM,756.63,4.623,1.333,,,,,
565,05/16/24 04:00:00 PM,756.58,4.519,1.332,,,,,
566,05/16/24 05:00:00 PM,756.01,4.415,1.324,,,,,
567,05/16/24 06:00:00 PM,756.77,4.415,1.335,,,,,
568,05/16/24 07:00:00 PM,755.75,4.415,1.321,,,,,
569,05/16/24 08:00:00 PM,756.47,4.311,1.330,,,,,
570,05/16/24 09:00:00 PM,755.70,4.311,1.320,,,,,
571,05/16/24 10:00:00 PM,757.49,4.311,1.344,,,,,
572,05/16/24 11:00:00 PM,756.98,4.311,1.337,,,,,
573,05/17/24 12:00:00 AM,758.20,4.207,1.354,,,,,
574,05/17/24 01:00:00 AM,756.92,4.207,1.337,,,,,
575,05/17/24 02:00:00 AM,756.86,4.102,1.336,,,,,
576,05/17/24 03:00:00 AM,757.63,4.102,1.346,,,,,
577,05/17/24 04:00:00 AM,758.40,4.102,1.357,,,,,
578,05/17/24 05:00:00 AM,758.91,4.102,1.364,,,,,
579,05/17/24 06:00:00 AM,758.91,4.102,1.364,,,,,
580,05/17/24 07:00:00 AM,760.44,4.102,1.384,,,,,
581,05/17/24 08:00:00 AM,761.21,4.102,1.395,,,,,
582,05/17/24 09:00:00 AM,762.80,4.207,1.416,,,,,
583,05/17/24 10:00:00 AM,763.82,4.207,1.430,,,,,
584,05/17/24 11:00:00 AM,765.09,4.207,1.448,,,,,
585,05/17/24 12:00:00 PM,764.39,4.311,1.438,,,,,
586,05/17/24 01:00:00 PM,764.84,4.207,1.444,,,,,
587,05/17/24 02:00:00 PM,765.86,4.207,1.458,,,,,
588,05/17/24 03:00:00 PM,766.38,4.207,1.465,,,,,
589,05/17/24 04:00:00 PM,767.91,4.207,1.486,,,,,
590,05/17/24 05:00:00 PM,767.19,4.311,1.476,,,,,
591,05/17/24 06:00:00 PM,767.91,4.207,1.486,,,,,
592,05/17/24 07:00:00 PM,768.93,4.207,1.500,,,,,
593,05/17/24 08:00:00 PM,770.66,4.102,1.523,,,,,
594,05/17/24 09:00:00 PM,772.19,4.102,1.544,,,,,
595,05/17/24 10:00:00 PM,771.93,4.102,1.541,,,,,
596,05/17/24 11:00:00 PM,771.68,4.102,1.537,,,,,
597,05/18/24 12:00:00 AM,772.44,4.102,1.547,,,,,
598,05/18/24 01:00:00 AM,772.70,4.102,1.551,,,,,
599,05/18/24 02:00:00 AM,773.97,4.102,1.569,,,,,
600,05/18/24 03:00:00 AM,772.44,4.102,1.547,,,,,
601,05/18/24 04:00:00 AM,771.93,4.102,1.541,,,,,
602,05/18/24 05:00:00 AM,772.70,4.102,1.551,,,,,
603,05/18/24 06:00:00 AM,772.95,4.102,1.554,,,,,
604,05/18/24 07:00:00 AM,772.95,4.102,1.554,,,,,
605,05/18/24 08:00:00 AM,771.80,5.757,1.539,,,,,
606,05/18/24 09:00:00 AM,771.19,6.064,1.531,,,,,
607,05/18/24 10:00:00 AM,772.02,6.166,1.543,,,,,
608,05/18/24 11:00:00 AM,772.32,6.268,1.547,,,,,
609,05/18/24 12:00:00 PM,771.36,6.370,1.534,,,,,
610,05/18/24 01:00:00 PM,771.10,6.370,1.530,,,,,
611,05/18/24 02:00:00 PM,770.02,6.268,1.515,,,,,
612,05/18/24 03:00:00 PM,770.02,6.268,1.515,,,,,
613,05/18/24 04:00:00 PM,770.48,6.166,1.522,,,,,
614,05/18/24 05:00:00 PM,770.48,6.166,1.522,,,,,
615,05/18/24 06:00:00 PM,770.73,6.166,1.525,,,,,
616,05/18/24 07:00:00 PM,770.85,6.370,1.527,,,,,
617,05/18/24 08:00:00 PM,770.34,6.370,1.520,,,,,
618,05/18/24 09:00:00 PM,771.15,6.471,1.531,,,,,
619,05/18/24 10:00:00 PM,771.72,6.573,1.539,,,,,
620,05/18/24 11:00:00 PM,771.51,6.674,1.536,,,,,
621,05/19/24 12:00:00 AM,771.21,6.573,1.532,,,,,
622,05/19/24 01:00:00 AM,770.75,6.674,1.526,,,,,
623,05/19/24 02:00:00 AM,771.57,6.775,1.537,,,,,
624,05/19/24 03:00:00 AM,771.31,6.775,1.533,,,,,
625,05/19/24 04:00:00 AM,770.09,6.877,1.517,,,,,
626,05/19/24 05:00:00 AM,771.26,6.674,1.533,,,,,
627,05/19/24 06:00:00 AM,771.00,6.674,1.529,,,,,
628,05/19/24 07:00:00 AM,771.77,6.674,1.540,,,,,
629,05/19/24 08:00:00 AM,772.08,6.775,1.544,,,,,
630,05/19/24 09:00:00 AM,772.08,6.775,1.544,,,,,
631,05/19/24 10:00:00 AM,772.18,6.978,1.545,,,,,
632,05/19/24 11:00:00 AM,771.72,7.079,1.539,,,,,
633,05/19/24 12:00:00 PM,772.49,7.079,1.550,,,,,
634,05/19/24 01:00:00 PM,771.72,7.079,1.539,,,,,
635,05/19/24 02:00:00 PM,772.49,7.079,1.550,,,,,
636,05/19/24 03:00:00 PM,772.13,6.877,1.544,,,,,
637,05/19/24 04:00:00 PM,772.18,6.978,1.545,,,,,
638,05/19/24 05:00:00 PM,771.78,7.179,1.540,,,,,
639,05/19/24 06:00:00 PM,772.03,7.179,1.543,,,,,
640,05/19/24 07:00:00 PM,772.95,6.978,1.556,,,,,
641,05/19/24 08:00:00 PM,772.75,7.079,1.553,,,,,
642,05/19/24 09:00:00 PM,773.46,6.978,1.563,,,,,
643,05/19/24 10:00:00 PM,772.70,6.978,1.552,,,,,
644,05/19/24 11:00:00 PM,773.16,6.877,1.558,,,,,
645,05/20/24 12:00:00 AM,772.65,6.877,1.551,,,,,
646,05/20/24 01:00:00 AM,772.44,6.978,1.549,,,,,
647,05/20/24 02:00:00 AM,771.93,6.978,1.542,,,,,
648,05/20/24 03:00:00 AM,770.70,7.079,1.525,,,,,
649,05/20/24 04:00:00 AM,771.16,6.978,1.531,,,,,
650,05/20/24 05:00:00 AM,770.60,6.877,1.524,,,,,
651,05/20/24 06:00:00 AM,771.06,6.775,1.530,,,,,
652,05/20/24 07:00:00 AM,771.00,6.674,1.529,,,,,
653,05/20/24 08:00:00 AM,770.80,6.775,1.526,,,,,
654,05/20/24 09:00:00 AM,770.85,6.877,1.527,,,,,
655,05/20/24 10:00:00 AM,770.45,7.079,1.522,,,,,
656,05/20/24 11:00:00 AM,770.14,6.978,1.518,,,,,
657,05/20/24 12:00:00 PM,770.14,6.978,1.518,,,,,
658,05/20/24 01:00:00 PM,769.63,6.978,1.511,,,,,
659,05/20/24 02:00:00 PM,769.06,6.877,1.503,,,,,
660,05/20/24 03:00:00 PM,768.86,6.978,1.500,,,,,
661,05/20/24 04:00:00 PM,768.66,7.079,1.497,,,,,
662,05/20/24 05:00:00 PM,768.30,6.877,1.492,,,,,
663,05/20/24 06:00:00 PM,767.02,6.877,1.475,,,,,
664,05/20/24 07:00:00 PM,768.50,6.775,1.495,,,,,
665,05/20/24 08:00:00 PM,769.01,6.775,1.502,,,,,
666,05/20/24 09:00:00 PM,769.32,6.877,1.506,,,,,
667,05/20/24 10:00:00 PM,767.53,6.877,1.482,,,,,
668,05/20/24 11:00:00 PM,768.30,6.877,1.492,,,,,
669,05/21/24 12:00:00 AM,768.86,6.978,1.500,,,,,
670,05/21/24 01:00:00 AM,768.66,7.079,1.497,,,,,
671,05/21/24 02:00:00 AM,768.04,6.877,1.489,,,,,
672,05/21/24 03:00:00 AM,766.77,6.877,1.472,,,,,
673,05/21/24 04:00:00 AM,767.02,6.877,1.475,,,,,
674,05/21/24 05:00:00 AM,767.02,6.877,1.475,,,,,
675,05/21/24 06:00:00 AM,767.17,6.674,1.477,,,,,
676,05/21/24 07:00:00 AM,766.97,6.775,1.474,,,,,
677,05/21/24 08:00:00 AM,766.56,6.978,1.469,,,,,
678,05/21/24 09:00:00 AM,765.54,6.978,1.455,,,,,
679,05/21/24 10:00:00 AM,765.74,6.877,1.458,,,,,
680,05/21/24 11:00:00 AM,765.48,6.877,1.454,,,,,
681,05/21/24 12:00:00 PM,764.67,7.280,1.443,,,,,
682,05/21/24 01:00:00 PM,764.16,7.280,1.437,,,,,
683,05/21/24 02:00:00 PM,763.08,7.179,1.422,,,,,
684,05/21/24 03:00:00 PM,762.63,7.280,1.415,,,,,
685,05/21/24 04:00:00 PM,762.47,6.978,1.413,,,,,
686,05/21/24 05:00:00 PM,761.40,6.877,1.398,,,,,
687,05/21/24 06:00:00 PM,761.09,6.775,1.394,,,,,
688,05/21/24 07:00:00 PM,761.13,6.370,1.395,,,,,
689,05/21/24 08:00:00 PM,760.20,6.064,1.382,,,,,
690,05/21/24 09:00:00 PM,760.35,5.860,1.384,,,,,
691,05/21/24 10:00:00 PM,760.66,5.962,1.388,,,,,
692,05/21/24 11:00:00 PM,760.35,5.860,1.384,,,,,
693,05/22/24 12:00:00 AM,760.30,5.757,1.383,,,,,
694,05/22/24 01:00:00 AM,759.74,5.655,1.375,,,,,
695,05/22/24 02:00:00 AM,759.68,5.552,1.374,,,,,
696,05/22/24 03:00:00 AM,759.17,5.552,1.368,,,,,
697,05/22/24 04:00:00 AM,758.78,6.268,1.362,,,,,
698,05/22/24 05:00:00 AM,757.96,6.166,1.351,,,,,
699,05/22/24 06:00:00 AM,757.45,6.166,1.344,,,,,
700,05/22/24 07:00:00 AM,757.19,6.166,1.341,,,,,
701,05/22/24 08:00:00 AM,756.93,6.166,1.337,,,,,
702,05/22/24 09:00:00 AM,756.88,6.064,1.337,,,,,
703,05/22/24 10:00:00 AM,756.32,5.962,1.329,,,,,
704,05/22/24 11:00:00 AM,756.37,6.064,1.330,,,,,
705,05/22/24 12:00:00 PM,755.76,6.370,1.322,,,,,
706,05/22/24 01:00:00 PM,755.81,6.471,1.323,,,,,
707,05/22/24 02:00:00 PM,756.07,6.471,1.326,,,,,
708,05/22/24 03:00:00 PM,755.30,6.471,1.316,,,,,
709,05/22/24 04:00:00 PM,755.76,6.370,1.322,,,,,
710,05/22/24 05:00:00 PM,756.42,6.166,1.330,,,,,
711,05/22/24 06:00:00 PM,757.13,6.064,1.340,,,,,
712,05/22/24 07:00:00 PM,757.19,6.166,1.341,,,,,
713,05/22/24 08:00:00 PM,757.35,6.471,1.343,,,,,
714,05/22/24 09:00:00 PM,757.86,6.471,1.350,,,,,
715,05/22/24 10:00:00 PM,757.30,6.370,1.343,,,,,
716,05/22/24 11:00:00 PM,758.06,6.370,1.353,,,,,
717,05/23/24 12:00:00 AM,757.55,6.370,1.346,,,,,
718,05/23/24 01:00:00 AM,758.32,6.370,1.356,,,,,
719,05/23/24 02:00:00 AM,758.37,6.471,1.357,,,,,
720,05/23/24 03:00:00 AM,758.42,6.573,1.358,,,,,
721,05/23/24 04:00:00 AM,758.63,6.471,1.361,,,,,
722,05/23/24 05:00:00 AM,758.37,6.471,1.357,,,,,
723,05/23/24 06:00:00 AM,757.35,6.471,1.343,,,,,
724,05/23/24 07:00:00 AM,758.68,6.573,1.362,,,,,
725,05/23/24 08:00:00 AM,759.44,6.573,1.372,,,,,
726,05/23/24 09:00:00 AM,758.93,6.573,1.365,,,,,
727,05/23/24 10:00:00 AM,758.42,6.573,1.358,,,,,
728,05/23/24 11:00:00 AM,758.73,6.674,1.362,,,,,
729,05/23/24 12:00:00 PM,758.93,6.573,1.365,,,,,
730,05/23/24 01:00:00 PM,757.71,6.674,1.348,,,,,
731,05/23/24 02:00:00 PM,757.25,6.775,1.342,,,,,
732,05/23/24 03:00:00 PM,756.83,6.471,1.336,,,,,
733,05/23/24 04:00:00 PM,757.55,6.370,1.346,,,,,
734,05/23/24 05:00:00 PM,758.37,6.471,1.357,,,,,
735,05/23/24 06:00:00 PM,757.46,6.674,1.345,,,,,
736,05/23/24 07:00:00 PM,757.51,6.775,1.346,,,,,
737,05/23/24 08:00:00 PM,757.25,6.775,1.342,,,,,
738,05/23/24 09:00:00 PM,757.76,6.775,1.349,,,,,
739,05/23/24 10:00:00 PM,757.25,6.775,1.342,,,,,
740,05/23/24 11:00:00 PM,758.22,6.674,1.355,,,,,
741,05/24/24 12:00:00 AM,757.97,6.674,1.352,,,,,
742,05/24/24 01:00:00 AM,756.94,6.674,1.338,,,,,
743,05/24/24 02:00:00 AM,756.43,6.674,1.331,,,,,
744,05/24/24 03:00:00 AM,756.68,6.674,1.334,,,,,
745,05/24/24 04:00:00 AM,756.94,6.674,1.338,,,,,
746,05/24/24 05:00:00 AM,755.92,6.674,1.324,,,,,
747,05/24/24 06:00:00 AM,755.61,6.573,1.320,,,,,
748,05/24/24 07:00:00 AM,755.10,6.573,1.313,,,,,
749,05/24/24 08:00:00 AM,755.05,6.471,1.312,,,,,
750,05/24/24 09:00:00 AM,755.05,6.471,1.312,,,,,
751,05/24/24 10:00:00 AM,755.00,6.370,1.311,,,,,
752,05/24/24 11:00:00 AM,754.43,6.268,1.304,,,,,
753,05/24/24 12:00:00 PM,754.38,6.166,1.303,,,,,
754,05/24/24 01:00:00 PM,754.38,6.166,1.303,,,,,
755,05/24/24 02:00:00 PM,754.07,6.064,1.298,,,,,
756,05/24/24 03:00:00 PM,754.01,5.962,1.298,,,,,
757,05/24/24 04:00:00 PM,753.50,5.962,1.291,,,,,
758,05/24/24 05:00:00 PM,752.33,6.166,1.275,,,,,
759,05/24/24 06:00:00 PM,752.44,6.370,1.277,,,,,
760,05/24/24 07:00:00 PM,753.00,6.471,1.284,,,,,
761,05/24/24 08:00:00 PM,752.44,6.370,1.277,,,,,
762,05/24/24 09:00:00 PM,751.82,6.166,1.268,,,,,
763,05/24/24 10:00:00 PM,752.54,6.064,1.278,,,,,
764,05/24/24 11:00:00 PM,752.08,6.166,1.271,,,,,
765,05/25/24 12:00:00 AM,752.43,5.860,1.276,,,,,
766,05/25/24 01:00:00 AM,752.54,6.064,1.278,,,,,
767,05/25/24 02:00:00 AM,752.59,6.166,1.278,,,,,
768,05/25/24 03:00:00 AM,751.77,6.064,1.267,,,,,
769,05/25/24 04:00:00 AM,751.97,5.962,1.270,,,,,
770,05/25/24 05:00:00 AM,751.67,5.860,1.266,,,,,
771,05/25/24 06:00:00 AM,751.92,5.860,1.269,,,,,
772,05/25/24 07:00:00 AM,751.67,5.860,1.266,,,,,
773,05/25/24 08:00:00 AM,751.15,5.860,1.259,,,,,
774,05/25/24 09:00:00 AM,752.28,6.064,1.274,,,,,
775,05/25/24 10:00:00 AM,751.41,5.860,1.262,,,,,
776,05/25/24 11:00:00 AM,751.72,5.962,1.266,,,,,
777,05/25/24 12:00:00 PM,751.37,6.268,1.262,,,,,
778,05/25/24 01:00:00 PM,751.26,6.064,1.260,,,,,
779,05/25/24 02:00:00 PM,751.72,5.962,1.266,,,,,
780,05/25/24 03:00:00 PM,752.38,5.757,1.275,,,,,
781,05/25/24 04:00:00 PM,751.55,5.655,1.264,,,,,
782,05/25/24 05:00:00 PM,751.76,5.552,1.267,,,,,
783,05/25/24 06:00:00 PM,752.16,5.347,1.272,,,,,
784,05/25/24 07:00:00 PM,752.57,5.141,1.278,,,,,
785,05/25/24 08:00:00 PM,752.51,5.037,1.277,,,,,
786,05/25/24 09:00:00 PM,752.77,5.037,1.280,,,,,
787,05/25/24 10:00:00 PM,752.25,5.037,1.273,,,,,
788,05/25/24 11:00:00 PM,753.02,5.037,1.284,,,,,
789,05/26/24 12:00:00 AM,753.53,5.037,1.291,,,,,
790,05/26/24 01:00:00 AM,753.79,5.037,1.294,,,,,
791,05/26/24 02:00:00 AM,753.79,5.037,1.294,,,,,
792,05/26/24 03:00:00 AM,753.28,5.037,1.287,,,,,
793,05/26/24 04:00:00 AM,753.79,5.037,1.294,,,,,
794,05/26/24 05:00:00 AM,754.30,5.037,1.301,,,,,
795,05/26/24 06:00:00 AM,754.55,5.037,1.305,,,,,
796,05/26/24 07:00:00 AM,754.72,5.347,1.307,,,,,
797,05/26/24 08:00:00 AM,755.18,5.244,1.313,,,,,
798,05/26/24 09:00:00 AM,755.57,5.037,1.319,,,,,
799,05/26/24 10:00:00 AM,756.29,4.934,1.328,,,,,
800,05/26/24 11:00:00 AM,756.80,4.934,1.335,,,,,
801,05/26/24 12:00:00 PM,756.59,5.037,1.332,,,,,
802,05/26/24 01:00:00 PM,757.62,5.037,1.346,,,,,
803,05/26/24 02:00:00 PM,757.62,5.037,1.346,,,,,
804,05/26/24 03:00:00 PM,757.37,5.037,1.343,,,,,
