Date,Site,Test,Parameter,Value,Units,Qualifier,Method,Start Depth,End Depth,SampleType,Volume,Notes
04/30/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,40.803,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Bulk,5400,QC: 20100526P Spikes: 101.654; 105.246; 91.586 Reps: 6.758; 6.873; 7.526; 5.682; 13.132 Knowns: 102.920; 103.215; 91.900; 102.920;
05/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,358.557,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,941,"Bucket in on 30 IV 10 at 0900 hrs.; -Some showers over the weekend and through the week. Mostly dry and overcast, with lows near freezing at times. Sun breaks today and yesterday.; -POLLEN, wind blown organics, 10 Diptera adults in sample; Filtered throug;QC: 20100528N Spikes: 104.803 Reps: 81.348; 80.814 Knowns: 102.156; 99.806;Glutamic acid digestion check standard=99%"
05/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,53.492,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,941,"Bucket in on 30 IV 10 at 0900 hrs.; -Some showers over the weekend and through the week. Mostly dry and overcast, with lows near freezing at times. Sun breaks today and yesterday.; -POLLEN, wind blown organics, 10 Diptera adults in sample; Filtered throug;QC: 20100526P Spikes: 101.654; 105.246; 91.586 Reps: 6.758; 6.873; 7.526; 5.682; 13.132 Knowns: 102.920; 103.215; 91.900; 102.920;"
05/12/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,129.419,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1305.6,"Bucket in on 07 V 10 at 1000 hrs. ; -Starting to warm-up, occasional rain, POLLEN in the air; -~10 flies in the sample, filtered through 500 um mesh.;QC: 20100528N Spikes: 104.803 Reps: 81.348; 80.814 Knowns: 102.156; 99.806;Glutamic acid digestion check standard=99%"
05/12/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,442.948,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,522.3,"Bucket in on 30 IV 10 at 0900 hrs; -Starting to warm up, occasional rain, POLLEN in the air; -~3 flies in sample;  filtered through 500 um mesh nitex; ****SNOW COLLECTORS WERE DRY; ****ENDING BULK PRECIP COLLECTION;QC: 20100528N Spikes: 104.803 Reps: 81.348; 80.814 Knowns: 102.156; 99.806;Glutamic acid digestion check standard=99%"
05/12/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,11.75,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,522.3,"Bucket in on 30 IV 10 at 0900 hrs; -Starting to warm up, occasional rain, POLLEN in the air; -~3 flies in sample;  filtered through 500 um mesh nitex; ****SNOW COLLECTORS WERE DRY; ****ENDING BULK PRECIP COLLECTION;QC: 20100526P Spikes: 101.654; 105.246; 91.586 Reps: 6.758; 6.873; 7.526; 5.682; 13.132 Knowns: 102.920; 103.215; 91.900; 102.920;"
05/12/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,20.621,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1305.6,"Bucket in on 07 V 10 at 1000 hrs. ; -Starting to warm-up, occasional rain, POLLEN in the air; -~10 flies in the sample, filtered through 500 um mesh.;QC: 20100526P Spikes: 101.654; 105.246; 91.586 Reps: 6.758; 6.873; 7.526; 5.682; 13.132 Knowns: 102.920; 103.215; 91.900; 102.920;"
05/19/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,521.14,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,777.2,"Bucket in on 12 V 10 at 0930 hrs.; -Warm and dry over the weekend and on Monday, heavy rain showers late-afternoon on Tuesday; dry today; -Sample clean; filtered through 500 micron mesh nitex;QC: 20100528N Spikes: 104.803 Reps: 81.348; 80.814 Knowns: 102.156; 99.806;Glutamic acid digestion check standard=99%"
05/19/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,622.258,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,940.9,"Bucket in on 12 V 10 at 0930 hrs.; Warm and dry over the weekend and on Monday, heavy rain showers late-afternoon on Tuesday; dry today; -Sample with 2 bees; 1 flying beetle, POLLEN, and some veg.; filtered through 500 micron mesh nitex;QC: 20100528N Spikes: 104.803 Reps: 81.348; 80.814 Knowns: 102.156; 99.806;Glutamic acid digestion check standard=99%"
05/19/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,135.789,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,940.9,"Bucket in on 12 V 10 at 0930 hrs.; Warm and dry over the weekend and on Monday, heavy rain showers late-afternoon on Tuesday; dry today; -Sample with 2 bees; 1 flying beetle, POLLEN, and some veg.; filtered through 500 micron mesh nitex;QC: 20100526P Spikes: 101.654; 105.246; 91.586 Reps: 6.758; 6.873; 7.526; 5.682; 13.132 Knowns: 102.920; 103.215; 91.900; 102.920;"
05/19/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,16.396,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,777.2,"Bucket in on 12 V 10 at 0930 hrs.; -Warm and dry over the weekend and on Monday, heavy rain showers late-afternoon on Tuesday; dry today; -Sample clean; filtered through 500 micron mesh nitex;QC: 20100526P Spikes: 101.654; 105.246; 91.586 Reps: 6.758; 6.873; 7.526; 5.682; 13.132 Knowns: 102.920; 103.215; 91.900; 102.920;"
05/26/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,210.397,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,448.4,Bucket in on 19 V 10 @ 1600 hrs.; -Lite debris and POLLEN; filtered through 500 micron mesh nitex; -Some showers over the weekend abd throughout the week; but mostly dry and warm;QC: 20100624N Spikes: 106.845 Knowns: 1.000;
05/26/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,398.194,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,654.5,Bucket in on 19 V 10 @ 1600 hrs.; -Lite debris and POLLEN; filtered through 500 micron mesh nitex; -Some showers over the weekend abd throughout the week; but mostly dry and warm;QC: 20100624N Spikes: 106.845 Knowns: 1.000;
05/26/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,58.733,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,654.5,Bucket in on 19 V 10 @ 1600 hrs.; -Lite debris and POLLEN; filtered through 500 micron mesh nitex; -Some showers over the weekend abd throughout the week; but mostly dry and warm;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;
05/26/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,9.64,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,448.4,Bucket in on 19 V 10 @ 1600 hrs.; -Lite debris and POLLEN; filtered through 500 micron mesh nitex; -Some showers over the weekend abd throughout the week; but mostly dry and warm;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;
06/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,155.302,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,2367,"Bucket in on 26 V 10 @ 1425 hrs.; -Lite debris; filtered through 500 micron mesh nitex; -Heavy rain over the weekend and showers this week; ~1 1/3"" from Friday through Monday.;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,163.004,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1765.9,"Bucket in on 26 V 10 @ 1425 hrs.; -Lite debris, 1 beetle, 1 inchworm, and POLLEN in the sample; filtered through 500 micron mesh nitex; -Heavy rain over the weekend and showers this week; ~1 1/3"" from Friday through Monday.;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,2.38,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1765.9,"Bucket in on 26 V 10 @ 1425 hrs.; -Lite debris, 1 beetle, 1 inchworm, and POLLEN in the sample; filtered through 500 micron mesh nitex; -Heavy rain over the weekend and showers this week; ~1 1/3"" from Friday through Monday.;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
06/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,2.187,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,2367,"Bucket in on 26 V 10 @ 1425 hrs.; -Lite debris; filtered through 500 micron mesh nitex; -Heavy rain over the weekend and showers this week; ~1 1/3"" from Friday through Monday.;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
06/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,135.16,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,1236.9,"Bucket in on 02 VI 10 @ 1430 hrs.; -Appears clean but lots of POLLEN in the air and on the ground; filtered through 500 micron mesh nitex; ****POLLEN on the filter; -Heavy rain at times over the weekend and the later part of last week; ~1/2"" from Wednesd;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,133.975,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1459.7,"Bucket in on 02 VI 10 @ 1430 hrs.; Lite debris; POLLEN; 1 beetle in the sample; filtered through 500 micron mesh nitex; -Heavy rain at times over the weekend and the later part of last week; ~1/2"" from Wednesday through today.;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,15.394,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1459.7,"Bucket in on 02 VI 10 @ 1430 hrs.; Lite debris; POLLEN; 1 beetle in the sample; filtered through 500 micron mesh nitex; -Heavy rain at times over the weekend and the later part of last week; ~1/2"" from Wednesday through today.;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
06/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3.539,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,1236.9,"Bucket in on 02 VI 10 @ 1430 hrs.; -Appears clean but lots of POLLEN in the air and on the ground; filtered through 500 micron mesh nitex; ****POLLEN on the filter; -Heavy rain at times over the weekend and the later part of last week; ~1/2"" from Wednesd;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
06/18/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,1553.1,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,531.9,"Some rain ~10 days ago, heavy rain the last 2 days; few flies and LOTS of POLLEN in the sample; filtered through 500 micron mesh nitex;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/18/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,240.018,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,3850.3,Some rain ~10 days ago; heavy rain the last 2 days; Few beetles and some pollen in sample; Filtered through 500 micron mesh nitex.;QC: 20100624N Spikes: 106.845 Knowns: 1.000;
06/18/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,15.819,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,3850.3,Some rain ~10 days ago; heavy rain the last 2 days; Few beetles and some pollen in sample; Filtered through 500 micron mesh nitex.;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;
06/18/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,139.428,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,531.9,"Some rain ~10 days ago, heavy rain the last 2 days; few flies and LOTS of POLLEN in the sample; filtered through 500 micron mesh nitex;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
06/22/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,124.496,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1630.3,"Bucket in on 18 VI 10 at 0930 hrs; -Some midges in sample and organics (catkins, pine needles); filtered through 500 micron mesh nitex; POLLEN on filter; -Dry over the weekend; began raining Sunday night through Monday; dry Tuesday;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/22/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,216.914,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,976.7,"Bucket in on 18 VI 10 at 0930 hrs; -Clean of debris, but filtered through 500 micron mesh nitex; some POLLEN on filter; -Dry over the weekend; began raining Sunday night through Monday; dry Tuesday;QC: 20100624N Spikes: 106.845 Knowns: 1.000;"
06/22/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,3.925,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,976.7,"Bucket in on 18 VI 10 at 0930 hrs; -Clean of debris, but filtered through 500 micron mesh nitex; some POLLEN on filter; -Dry over the weekend; began raining Sunday night through Monday; dry Tuesday;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
06/22/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,13.849,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1630.3,"Bucket in on 18 VI 10 at 0930 hrs; -Some midges in sample and organics (catkins, pine needles); filtered through 500 micron mesh nitex; POLLEN on filter; -Dry over the weekend; began raining Sunday night through Monday; dry Tuesday;QC: 20100624P Spikes: 104.589 Reps: 11.571; 12.034 Knowns: 105.715; 103.447;"
07/06/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,405.027,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,897,Bucket in 22VI10 @ 1430 hours.  Sample has pollen in it.  Cloudy and cool with scattered rain last 5 days.;QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;
07/06/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,531.866,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,733.1,"Bucket in 22VI10 @ 1430 hours.  Bucket completely dry.  Addsd DI water, let it soak for 20min, swirreled for 2-5 min, then filtered through 500um mesh.  Two flies, light debris and pollen in sample.;QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;"
07/06/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,203.417,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,733.1,"Bucket in 22VI10 @ 1430 hours.  Bucket completely dry.  Addsd DI water, let it soak for 20min, swirreled for 2-5 min, then filtered through 500um mesh.  Two flies, light debris and pollen in sample.;QC: 20100720P Reps: 5.424; 5.619 Knowns: 99.428;"
07/06/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,15.191,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,897,Bucket in 22VI10 @ 1430 hours.  Sample has pollen in it.  Cloudy and cool with scattered rain last 5 days.;QC: 20100720P Reps: 5.424; 5.619 Knowns: 99.428;
07/13/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,669.009,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,414.6,"Bucket in 06 VII 10 at 1000 hrs. ; Warm and sunny all week, very high winds yesterday ; -Lots of fine debris and few flies in sample, filtered through 500 um mesh;QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;"
07/13/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,170.406,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,414.6,"Bucket in 06 VII 10 at 1000 hrs. ; Warm and sunny all week, very high winds yesterday ; -Lots of fine debris and few flies in sample, filtered through 500 um mesh;QC: 20100720P Reps: 5.424; 5.619 Knowns: 99.428;"
07/21/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,231.962,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,804.6,"Bucket in on 13VII10 @ 0830 hours.  Warm and sunny over the weekend.  Thunderstorms at times 2 days ago with showers, moderate to high winds at times.  Lots of fines and some pollen, flies and some larger organics filtered through 500um mesh.;QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;"
07/21/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,37.753,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,804.6,"Bucket in on 13VII10 @ 0830 hours.  Warm and sunny over the weekend.  Thunderstorms at times 2 days ago with showers, moderate to high winds at times.  Lots of fines and some pollen, flies and some larger organics filtered through 500um mesh.;QC: 20100816P Spikes: 109.196 Reps: 12.662; 12.305 Knowns: 104.021;"
07/28/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,383.041,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,692.4,"Bucket in on 21VII10 @ 1030 hours.  Mostly warm and sunny, some high winds, some light rain.  Sample with some dipterans in it and 2 coleoptera, lots of organics from wind, filtered through 500 um mesh.;QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;"
07/28/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,89.169,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,692.4,"Bucket in on 21VII10 @ 1030 hours.  Mostly warm and sunny, some high winds, some light rain.  Sample with some dipterans in it and 2 coleoptera, lots of organics from wind, filtered through 500 um mesh.;QC: 20100816P Spikes: 109.196 Reps: 12.662; 12.305 Knowns: 104.021;"
08/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,203.211,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1067.5,QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;
08/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,561.279,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,2233.4,"Bucket in 06VII10 @ 1000 hours.  Partly cloudy last week, thunderstorms last 2 days.  Also scattered light rain over last month (too small to sample).  Few bugs, light debris in sample, filtered hrough 500 um mesh.  Apperars to be some microbial growth on;QC: 20100812N Spikes: 109.598 Reps: 136.691; 125.980 Knowns: 100.623;"
08/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,36.728,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,2233.4,"Bucket in 06VII10 @ 1000 hours.  Partly cloudy last week, thunderstorms last 2 days.  Also scattered light rain over last month (too small to sample).  Few bugs, light debris in sample, filtered hrough 500 um mesh.  Apperars to be some microbial growth on;QC: 20100816P Spikes: 109.196 Reps: 12.662; 12.305 Knowns: 104.021;"
08/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,12.662,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1067.5,QC: 20100816P Spikes: 109.196 Reps: 12.662; 12.305 Knowns: 104.021;
08/12/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,910.366,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,790.7,QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;
08/12/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,101.84,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,790.7,QC: 20101021P Spikes: 91.898; 91.312 Reps: 3.491; 3.712; 4.264; 3.270 Knowns: 97.050; 90.732; 98.461;
08/16/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,51.194,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1272.9,"Bucket in 12VIII10 @ 0830 hours.  Warm with scattered thunderstorms, BC smoke gone from valley.  Very little debris, few gnats, filtered throgh 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
08/16/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,360.603,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,1019.3,"Bucket in 02VIII10 @ 1000 hours.  Thunderstorms 2-3 days ago, warm with scattered clouds rest of the time.  Very little debris, no bugs, filtered through 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
08/16/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,7.595,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,1019.3,"Bucket in 02VIII10 @ 1000 hours.  Thunderstorms 2-3 days ago, warm with scattered clouds rest of the time.  Very little debris, no bugs, filtered through 500um mesh.;QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;"
08/16/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,7.359,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1272.9,"Bucket in 12VIII10 @ 0830 hours.  Warm with scattered thunderstorms, BC smoke gone from valley.  Very little debris, few gnats, filtered throgh 500um mesh.;QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;"
08/25/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,549.464,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,933.1,QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;
08/25/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,131.936,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,933.1,QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;
08/30/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,130.986,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1257.3,"Bucket in 25VIII10 @ 0930 hours.  About 2 days of mild smoke in vallet from fires in Idaho.  Very light debris, no bugs in sample, filtered through 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
08/30/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,203.889,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,1987.9,"Bucket in 16VIII10 @ 1015 hours.  Rain all day yesterday, light dust and 2 midges in sample, filtered through 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
08/30/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,9.563,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,1987.9,"Bucket in 16VIII10 @ 1015 hours.  Rain all day yesterday, light dust and 2 midges in sample, filtered through 500um mesh.;QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;"
08/30/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,21.09,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1257.3,"Bucket in 25VIII10 @ 0930 hours.  About 2 days of mild smoke in vallet from fires in Idaho.  Very light debris, no bugs in sample, filtered through 500um mesh.;QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;"
09/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,361.177,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,361.3,"Bucket in 30VIII10 @ 0930 hours.  Scattered rain and thunderstorms last 2 days.  Very clean sample, no bugs or debris, filtered through 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
09/02/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,9.169,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Wet,361.3,"Bucket in 30VIII10 @ 0930 hours.  Scattered rain and thunderstorms last 2 days.  Very clean sample, no bugs or debris, filtered through 500um mesh.;QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;"
09/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,236.036,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,814.9,"Bucket in 30VIII10 @ 0930 hours.  Mix of clouds, wind and rain last week (trace precip since 021X10).  2 pine needles, 1 gnat and a few fine organics in sample, filtered through 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
09/07/2010,Yellow Bay Knob @ Flathead Lake BioStation,Phosphorus (Total),TP,17.235,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,814.9,"Bucket in 30VIII10 @ 0930 hours.  Mix of clouds, wind and rain last week (trace precip since 021X10).  2 pine needles, 1 gnat and a few fine organics in sample, filtered through 500um mesh.;QC: 20100921P Spikes: 92.728 Reps: 11.215; 11.294; 6.179; 6.769 Knowns: 104.250; 99.422; 100.479;"
09/14/2010,Yellow Bay Knob @ Flathead Lake BioStation,Nitrogen (Total),TN,130.986,µg/l,,Legacy_AutoAnalyzer -- Nutrients,0,0,Deposition-Dry,1530.5,"Bucket in 07IX10 @ 1000 hours.  Cool, mostly cloudy and rainy for last week.  1 bee and a few organics in sample, filtered through 500um mesh.;QC: 20100928N Spikes: 103.116 Reps: 207.334; 212.500; 69.563; 75.878 Knowns: 93.934; 101.167;"
