"Date","Volume","Volume_mL","Result_ugL","Volume_L","TP_kg_m2","TP_wet_kg"
2020-10-15,1459.7,1459.7,7.7,1.4597,0.000000178685733363009,4.96936999626925
2020-10-22,1817,1817,7.4,1.817,0.000000213757909128486,5.94475070894634
2020-11-12,2759.7,2759.7,15.6,2.7597,0.000000684418937394677,19.0341493322135
2020-11-19,708.6,708.6,3.2,0.7086,0.0000000360484563288926,1.00253172942852
2020-12-17,489.9,489.9,1.9,0.4899,0.0000000147977806747003,0.411536197726751
2020-12-28,1078.7,1078.7,3.5,1.0787,0.0000000600211440017806,1.66922823960579
2021-01-06,581.5,581.5,1.5,0.5815,0.0000000138668086865283,0.385645242817716
2021-01-13,700.5,700.5,3.3,0.7005,0.0000000367500238466185,1.02204279227237
2021-02-09,1300.6,1300.6,1.5,1.3006,0.0000000310149120854663,0.862545490642685
2021-03-05,584.9,584.9,1.8,0.5849,0.0000000167374646275158,0.465480108390195
2021-03-26,450.5,450.5,5.7,0.4505,0.0000000408230262948714,1.1353157199994
2021-04-30,665,665,13.1,0.665,0.000000138493211662586,3.85158903159247
2021-05-27,974.8,974.8,14.8,0.9748,0.00000022935741311882,6.37858336937908
2021-06-11,388.5,388.5,79.1,0.3885,0.00000048854328956154,13.5867162942085
2021-12-08,942.3,942.3,1.5,0.9423,0.0000000224706686591841,0.624924354784409
2021-12-15,1004.7,1004.7,1.5,1.0047,0.0000000239586976566723,0.666307438450489
2021-12-22,706.3,706.3,3.2,0.7063,0.0000000359314489205431,0.999277674986402
2022-01-14,1701.3,1701.3,1.5,1.7013,0.0000000405702521382468,1.12828590129971
2022-01-28,381,381,1.9,0.381,0.0000000115083781119837,0.320055707968753
2022-02-25,805.8,805.8,2.4,0.8058,0.0000000307449683634861,0.855038174823775
2022-03-04,2440.5,2440.5,1.5,2.4405,0.0000000581976725700296,1.61851627703635
2022-03-18,717.9,717.9,6.2,0.7179,0.0000000707605481542717,1.96789826641077
2022-04-22,1037.8,1037.8,10.3,1.0378,0.000000169936409017201,4.72604542259802
2022-05-09,941.8,941.8,44.4,0.9418,0.000000664778862357318,18.4879456830567
2022-05-20,407.8,407.8,37.5,0.4078,0.000000243116276112047,6.76122657012316
2022-05-31,1208.4,1208.4,6.8,1.2084,0.000000130633684143588,3.63301030399806
2022-06-07,1229.1,1229.1,7.6,1.2291,0.000000148503386219834,4.12997869463931
2022-06-15,2869.1,2869.1,6.6,2.8691,0.0000003010406664335,8.37214268467852
2022-06-21,2698.7,2698.7,21.2,2.6987,0.000000909548821977044,25.2951622997925
2022-07-05,860.7,860.7,12.1,0.8607,0.000000165566595656736,4.60451798448589
2022-08-26,1057.4,1057.4,90.3,1.0574,0.00000151796795014467,42.2157060039179
2022-09-16,517.5,517.5,38,0.5175,0.00000031262916918381,8.69442671253699
2022-09-23,3597.7,3597.7,3,3.5977,0.000000171585959110998,4.77192051620051
2022-10-27,2267.2,2267.2,3.8,2.2672,0.000000136964802391021,3.80908294544229
2022-11-03,3125.5,3125.5,2.5,3.1255,0.000000124221010460717,3.45466955123752
2022-11-10,731.9,731.9,29.1,0.7319,0.000000338594798257607,9.41654825870122
2022-11-30,665,665,79.4,0.665,0.000000839416870687737,23.3447457334689
2022-12-07,738.8,738.8,5.7,0.7388,0.0000000669479507805793,1.86186737832531
2022-12-27,2490.1,2490.1,3.2,2.4901,0.000000126678325013513,3.52300911579165
2023-01-11,832,832,1.5,0.832,0.0000000198403866331754,0.551774448881066
2023-01-25,673.4,673.4,2,0.6734,0.0000000214110839083018,0.595456592750817
2023-02-27,665.7,665.7,7.8,0.6657,0.0000000825484086356555,2.29572656637578
2023-03-06,883.1,883.1,2.7,0.8831,0.0000000379061079138978,1.05419426496678
2023-03-14,529.9,529.9,1.5,0.5299,0.0000000126363231693746,0.351424615939996
2023-04-19,726,726,4.5,0.726,0.0000000519379352007885,1.4444287856526
2023-05-10,3367.1,3367.1,2.4,3.3671,0.000000128470318908779,3.57284566697584
2023-05-23,265.8,265.8,46.7,0.2658,0.000000197336491685479,5.48806008456557
2023-05-30,594.1,594.1,15.2,0.5941,0.000000143561730946552,3.99254794969525
2023-06-14,989.9,989.9,12.2,0.9899,0.000000191993577310737,5.33947005509445
2023-06-21,1069,1069,10.7,1.069,0.000000181843184636419,5.05718083224062
2023-08-10,789.4,789.4,38,0.7894,0.000000476887857301835,13.262570911839
2023-08-23,2040.2,2040.2,25.8,2.0402,0.000000836812184032304,23.2723076519747
2023-08-31,3241.8,3241.8,6.4,3.2418,0.000000329838796858606,9.17303799170584
2023-09-07,506.5,506.5,13.2,0.5065,0.000000106289148198785,2.9559724441739
2023-09-29,468.1,468.1,32.9,0.4681,0.000000244833073670154,6.80897186077593
2023-10-06,369.5,369.5,5.7,0.3695,0.0000000334830371053385,0.931185701531135
2023-10-13,554.5,554.5,6.1,0.5545,0.0000000537733299418143,1.49547234344372
2023-10-30,377.3,377.3,141,0.3773,0.000000845748942799911,23.5208449025308
2023-11-02,321,321,2.6,0.321,0.0000000132682585609361,0.368999162689213
2023-11-09,2105.6,2105.6,2.4,2.1056,0.0000000803383040284888,2.23426207608456
2023-11-17,1193.3,1193.3,1.6,1.1933,0.0000000303532479094464,0.844144166474072
2023-12-04,523.8,523.8,2.1,0.5238,0.0000000174872023147118,0.486330815929643
2023-12-12,681.4,681.4,1.6,0.6814,0.0000000173323582715971,0.482024499317382
