"Date","Volume","Parameter","Value","Volume_mL","Volume_L","Result_ugL"
2012-04-27,787.4,"TN","1079.1",787.4,0.7874,1079.1
2012-04-27,787.4,"TP","183.5",787.4,0.7874,183.5
2012-05-03,1452.2,"TN","140.6",1452.2,1.4522,140.6
2012-05-03,1452.2,"TP","10.1",1452.2,1.4522,10.1
2012-05-10,580.3,"TN","367.7",580.3,0.5803,367.7
2012-05-10,580.3,"TP","30.9",580.3,0.5803,30.9
2012-05-16,648,"TN","223.9",648,0.648,223.9
2012-05-16,648,"TP","34.4",648,0.648,34.4
2012-05-25,709.4,"TN","550.6",709.4,0.7094,550.6
2012-05-25,709.4,"TP","59.9",709.4,0.7094,59.9
2012-06-01,1308,"TN","278.8",1308,1.308,278.8
2012-06-01,1308,"TP","22.9",1308,1.308,22.9
2012-06-09,1056.5,"TN","288.8",1056.5,1.0565,288.8
2012-06-09,1056.5,"TP","27.3",1056.5,1.0565,27.3
2012-06-13,1412.4,"TN","106.3",1412.4,1.4124,106.3
2012-06-13,1412.4,"TP","9.7",1412.4,1.4124,9.7
2012-06-21,893,"TN","281.2",893,0.893,281.2
2012-06-21,893,"TP","43.5",893,0.893,43.5
2012-06-28,1343.6,"TN","524.9",1343.6,1.3436,524.9
2012-06-28,1343.6,"TP","131.3",1343.6,1.3436,131.3
2012-07-05,851.1,"TN","509.4",851.1,0.8511,509.4
2012-07-05,851.1,"TP","97.2",851.1,0.8511,97.2
2012-07-12,1095.8,"TN","126.4",1095.8,1.0958,126.4
2012-07-12,1095.8,"TP","44.6",1095.8,1.0958,44.6
2012-07-19,1450.2,"TN","137.7",1450.2,1.4502,137.7
2012-07-19,1450.2,"TP","7.9",1450.2,1.4502,7.9
2012-07-25,1106.6,"TN","73.9",1106.6,1.1066,73.9
2012-07-25,1106.6,"TP","9.2",1106.6,1.1066,9.2
2012-08-01,889.5,"TN","224.5",889.5,0.8895,224.5
2012-08-01,889.5,"TP","11.9",889.5,0.8895,11.9
2012-08-10,886.8,"TN","242.5",886.8,0.8868,242.5
2012-08-10,886.8,"TP","36.3",886.8,0.8868,36.3
2012-08-17,1398.5,"TN","150.6",1398.5,1.3985,150.6
2012-08-17,1398.5,"TP","20.5",1398.5,1.3985,20.5
2012-08-23,1081.8,"TN","184.7",1081.8,1.0818,184.7
2012-08-23,1081.8,"TP","17.7",1081.8,1.0818,17.7
2012-08-30,842.9,"TN","608.5",842.9,0.8429,608.5
2012-08-30,842.9,"TP","116.9",842.9,0.8429,116.9
2012-09-07,928.1,"TN","472.6",928.1,0.9281,472.6
2012-09-07,928.1,"TP","100.1",928.1,0.9281,100.1
2012-09-14,965.4,"TN","247.5",965.4,0.9654,247.5
2012-09-14,965.4,"TP","30.7",965.4,0.9654,30.7
2012-09-20,935.5,"TN","211.1",935.5,0.9355,211.1
2012-09-20,935.5,"TP","36.9",935.5,0.9355,36.9
2012-09-28,928.2,"TN","144.1",928.2,0.9282,144.1
2012-09-28,928.2,"TP","12.1",928.2,0.9282,12.1
2012-10-13,621.7,"TN","177",621.7,0.6217,177
2012-10-13,621.7,"TP","11.7",621.7,0.6217,11.7
2013-02-11,691.6,"TN","113.2",691.6,0.6916,113.2
2013-02-11,691.6,"TP","1.8",691.6,0.6916,1.8
2013-02-21,983.1,"TN","123.1",983.1,0.9831,123.1
2013-02-21,983.1,"TP","1.8",983.1,0.9831,1.8
2013-03-01,536.7,"TN","179.9",536.7,0.5367,179.9
2013-03-01,536.7,"TP","6.3",536.7,0.5367,6.3
2013-03-07,1208.3,"TN","105.6",1208.3,1.2083,105.6
2013-03-07,1208.3,"TP","4.5",1208.3,1.2083,4.5
2013-03-13,1122.1,"TN","181.3",1122.1,1.1221,181.3
2013-03-13,1122.1,"TP","20.3",1122.1,1.1221,20.3
2013-03-19,1047.8,"TN","89.5",1047.8,1.0478,89.5
2013-03-19,1047.8,"TP","3.1",1047.8,1.0478,3.1
2013-03-26,728.5,"TN","180.2",728.5,0.7285,180.2
2013-03-26,728.5,"TP","2",728.5,0.7285,2
2013-04-05,800.8,"TN","405",800.8,0.8008,405
2013-04-05,800.8,"TP","69.4",800.8,0.8008,69.4
2013-04-11,1446.2,"TN","65.8",1446.2,1.4462,65.8
2013-04-11,1446.2,"TP","2.3",1446.2,1.4462,2.3
2013-04-17,871.9,"TN","112.8",871.9,0.8719,112.8
2013-04-17,871.9,"TP","5.2",871.9,0.8719,5.2
2013-04-24,873.4,"TN","170.6",873.4,0.8734,170.6
2013-04-24,873.4,"TP","8.6",873.4,0.8734,8.6
2013-05-03,1021.7,"TN","306.4",1021.7,1.0217,306.4
2013-05-03,1021.7,"TP","38.7",1021.7,1.0217,38.7
2013-05-09,613,"TN","613.3",613,0.613,613.3
2013-05-09,613,"TP","99.4",613,0.613,99.4
2013-05-17,907.9,"TN","873.2",907.9,0.9079,873.2
2013-05-17,907.9,"TP","135.7",907.9,0.9079,135.7
2013-05-21,1458.3,"TN","77.3",1458.3,1.4583,77.3
2013-05-21,1458.3,"TP","5.8",1458.3,1.4583,5.8
2013-05-30,1090.2,"TN","481.4",1090.2,1.0902,481.4
2013-05-30,1090.2,"TP","65.4",1090.2,1.0902,65.4
2013-06-04,1065.4,"TN","244.5",1065.4,1.0654,244.5
2013-06-04,1065.4,"TP","32",1065.4,1.0654,32
2013-06-13,716.4,"TN","844.7",716.4,0.7164,844.7
2013-06-13,716.4,"TP","170.8",716.4,0.7164,170.8
2013-06-21,1558.4,"TN","238.2",1558.4,1.5584,238.2
2013-06-21,1558.4,"TP","103.1",1558.4,1.5584,103.1
2013-06-26,1383,"TN","144.7",1383,1.383,144.7
2013-06-26,1383,"TP","23",1383,1.383,23
2013-07-03,1111,"TN","500.3",1111,1.111,500.3
2013-07-03,1111,"TP","96.4",1111,1.111,96.4
2013-07-11,630.2,"TN","338.1",630.2,0.6302,338.1
2013-07-11,630.2,"TP","36.2",630.2,0.6302,36.2
2013-07-17,1503.4,"TN","191.1",1503.4,1.5034,191.1
2013-07-17,1503.4,"TP","16.6",1503.4,1.5034,16.6
2013-07-29,1153,"TN","74.1",1153,1.153,74.1
2013-07-29,1153,"TP","13.5",1153,1.153,13.5
2013-08-06,2095.7,"TN","676.1",2095.7,2.0957,676.1
2013-08-06,2095.7,"TP","6.6",2095.7,2.0957,6.6
2013-08-13,883.5,"TN","949.5",883.5,0.8835,949.5
2013-08-13,883.5,"TP","100.3",883.5,0.8835,100.3
2013-08-23,861.1,"TN","154.6",861.1,0.8611,154.6
2013-08-23,861.1,"TP","14.7",861.1,0.8611,14.7
2013-08-29,1849.7,"TN","609.8",1849.7,1.8497,609.8
2013-08-29,1849.7,"TP","58.7",1849.7,1.8497,58.7
2013-09-06,986.5,"TN","602.2",986.5,0.9865,602.2
2013-09-06,986.5,"TP","45.3",986.5,0.9865,45.3
2013-09-09,1382.4,"TN","64.4",1382.4,1.3824,64.4
2013-09-09,1382.4,"TP","3.5",1382.4,1.3824,3.5
2013-09-16,637.4,"TN","216.3",637.4,0.6374,216.3
2013-09-16,637.4,"TP","23.2",637.4,0.6374,23.2
2013-09-20,1706.1,"TN","64.6",1706.1,1.7061,64.6
2013-09-20,1706.1,"TP","3",1706.1,1.7061,3
2013-09-26,900,"TN","134.8",900,0.9,134.8
2013-09-26,900,"TP","6.3",900,0.9,6.3
2013-10-09,968.2,"TN","182.1",968.2,0.9682,182.1
2013-10-09,968.2,"TP","15.6",968.2,0.9682,15.6
2013-10-16,1855.8,"TN","68",1855.8,1.8558,68
2013-10-16,1855.8,"TP","3.2",1855.8,1.8558,3.2
2013-10-24,854.9,"TN","66",854.9,0.8549,66
2013-10-24,854.9,"TP","26",854.9,0.8549,26
2013-11-01,713,"TN","223.7",713,0.713,223.7
2013-11-01,713,"TP","286.6",713,0.713,286.6
2013-11-08,1613.6,"TN","93",1613.6,1.6136,93
2013-11-08,1613.6,"TP","2.8",1613.6,1.6136,2.8
2013-11-15,1704.4,"TN","71",1704.4,1.7044,71
2013-11-15,1704.4,"TP","1.8",1704.4,1.7044,1.8
2013-11-21,397.7,"TN","185.4",397.7,0.3977,185.4
2013-11-21,397.7,"TP","4.8",397.7,0.3977,4.8
2013-11-27,1172.6,"TN","25",1172.6,1.1726,25
2013-11-27,1172.6,"TP","1.8",1172.6,1.1726,1.8
2013-12-04,1211.2,"TN","112.9",1211.2,1.2112,112.9
2013-12-04,1211.2,"TP","2.2",1211.2,1.2112,2.2
2013-12-11,1197.1,"TN","94.4",1197.1,1.1971,94.4
2013-12-11,1197.1,"TP","6.4",1197.1,1.1971,6.4
2013-12-19,1033.9,"TN","75.1",1033.9,1.0339,75.1
2013-12-19,1033.9,"TP","1.8",1033.9,1.0339,1.8
2013-12-26,1552.4,"TN","81.2",1552.4,1.5524,81.2
2013-12-26,1552.4,"TP","1.8",1552.4,1.5524,1.8
2014-01-02,1259.1,"TN","84.6",1259.1,1.2591,84.6
2014-01-02,1259.1,"TP","3",1259.1,1.2591,3
2014-01-09,1231.9,"TN","164",1231.9,1.2319,164
2014-01-09,1231.9,"TP","1.9",1231.9,1.2319,1.9
2014-01-17,954.1,"TN","108",954.1,0.9541,108
2014-01-17,954.1,"TP","2.6",954.1,0.9541,2.6
2014-01-23,1489.3,"TN","107",1489.3,1.4893,107
2014-01-23,1489.3,"TP","1.5",1489.3,1.4893,1.5
2014-01-31,1322.8,"TN","114",1322.8,1.3228,114
2014-01-31,1322.8,"TP","3.1",1322.8,1.3228,3.1
2014-02-06,1038.2,"TN","64.1",1038.2,1.0382,64.1
2014-02-06,1038.2,"TP","2.4",1038.2,1.0382,2.4
2014-02-21,1147.4,"TN","140",1147.4,1.1474,140
2014-02-21,1147.4,"TP","9.7",1147.4,1.1474,9.7
2014-03-04,1233.2,"TN","224",1233.2,1.2332,224
2014-03-04,1233.2,"TP","3.7",1233.2,1.2332,3.7
2014-03-12,996.7,"TN","185",996.7,0.9967,185
2014-03-12,996.7,"TP","102",996.7,0.9967,102
2014-03-19,919.1,"TN","125",919.1,0.9191,125
2014-03-19,919.1,"TP","3.3",919.1,0.9191,3.3
2014-03-26,1341.6,"TN","147",1341.6,1.3416,147
2014-03-26,1341.6,"TP","6",1341.6,1.3416,6
2014-04-02,1159,"TN","145",1159,1.159,145
2014-04-02,1159,"TP","5",1159,1.159,5
2014-04-11,781.4,"TN","216",781.4,0.7814,216
2014-04-11,781.4,"TP","14.9",781.4,0.7814,14.9
2014-04-18,949.4,"TN","412",949.4,0.9494,412
2014-04-18,949.4,"TP","20.4",949.4,0.9494,20.4
2014-04-25,1501.6,"TN","255",1501.6,1.5016,255
2014-04-25,1501.6,"TP","19",1501.6,1.5016,19
2014-05-02,665.8,"TN","1530",665.8,0.6658,1530
2014-05-02,728.2,"TN","642",728.2,0.7282,642
2014-05-02,665.8,"TP","285",665.8,0.6658,285
2014-05-02,728.2,"TP","70.8",728.2,0.7282,70.8
2014-05-13,1358.8,"TN","160",1358.8,1.3588,160
2014-05-13,1358.8,"TP","11.6",1358.8,1.3588,11.6
2014-05-21,308.9,"TN","663",308.9,0.3089,663
2014-05-21,308.9,"TP","86.9",308.9,0.3089,86.9
2014-05-29,551.9,"TN","844",551.9,0.5519,844
2014-05-29,551.9,"TP","80.1",551.9,0.5519,80.1
2014-06-04,628.4,"TN","697",628.4,0.6284,697
2014-06-04,628.4,"TP","95.5",628.4,0.6284,95.5
2014-06-13,778.4,"TN","682",778.4,0.7784,682
2014-06-13,778.4,"TP","121",778.4,0.7784,121
2014-06-19,2472.5,"TN","130",2472.5,2.4725,130
2014-06-19,2472.5,"TP","16.6",2472.5,2.4725,16.6
2014-06-27,705.3,"TN","398",705.3,0.7053,398
2014-06-27,705.3,"TP","65.1",705.3,0.7053,65.1
2014-07-03,1169.6,"TN","258",1169.6,1.1696,258
2014-07-03,1169.6,"TP","45",1169.6,1.1696,45
2014-07-10,566.9,"TN","219",566.9,0.5669,219
2014-07-10,566.9,"TP","22.9",566.9,0.5669,22.9
2014-07-16,741.6,"TN","314",741.6,0.7416,314
2014-07-16,741.6,"TP","33.6",741.6,0.7416,33.6
2014-07-23,943.9,"TN","647",943.9,0.9439,647
2014-07-23,943.9,"TP","113",943.9,0.9439,113
2014-08-01,1040.2,"TN","234",1040.2,1.0402,234
2014-08-01,1040.2,"TP","25.2",1040.2,1.0402,25.2
2014-08-08,930.3,"TN","379",930.3,0.9303,379
2014-08-08,930.3,"TP","44.4",930.3,0.9303,44.4
2014-08-15,865.2,"TN","370",865.2,0.8652,370
2014-08-15,865.2,"TP","24.8",865.2,0.8652,24.8
2014-08-22,1134.1,"TN","344",1134.1,1.1341,344
2014-08-22,1134.1,"TP","21.7",1134.1,1.1341,21.7
2014-08-29,753,"TN","92.8",753,0.753,92.8
2014-08-29,753,"TP","6.9",753,0.753,6.9
2014-09-04,1437.7,"TN","138",1437.7,1.4377,138
2014-09-04,1437.7,"TP","15.2",1437.7,1.4377,15.2
2014-09-11,1005.8,"TN","110",1005.8,1.0058,110
2014-09-11,1005.8,"TP","8.1",1005.8,1.0058,8.1
2014-09-18,1255,"TN","422",1255,1.255,422
2014-09-18,1255,"TP","115",1255,1.255,115
2014-09-26,913,"TN","227",913,0.913,227
2014-09-26,913,"TP","26.3",913,0.913,26.3
2014-10-03,1433.6,"TN","129",1433.6,1.4336,129
2014-10-03,1433.6,"TP","29",1433.6,1.4336,29
2014-10-09,1065.4,"TN","78.9",1065.4,1.0654,78.9
2014-10-09,1065.4,"TP","7.7",1065.4,1.0654,7.7
2014-10-17,1376.3,"TN","147",1376.3,1.3763,147
2014-10-17,1376.3,"TP","12.3",1376.3,1.3763,12.3
2014-10-24,1795.3,"TN","74.5",1795.3,1.7953,74.5
2014-10-24,1795.3,"TP","2.3",1795.3,1.7953,2.3
2014-10-31,1716.2,"TN","46.6",1716.2,1.7162,46.6
2014-10-31,1716.2,"TP","2.9",1716.2,1.7162,2.9
2014-11-07,1337.8,"TN","140",1337.8,1.3378,140
2014-11-07,1337.8,"TP","3.3",1337.8,1.3378,3.3
2014-11-14,1485,"TN","72.4",1485,1.485,72.4
2014-11-14,1485,"TP","7",1485,1.485,7
2014-11-23,931.3,"TN","92.3",931.3,0.9313,92.3
2014-11-23,931.3,"TP","3.6",931.3,0.9313,3.6
2014-12-02,1668.9,"TN","78.4",1668.9,1.6689,78.4
2014-12-02,1668.9,"TP","2.5",1668.9,1.6689,2.5
2014-12-09,1560.4,"TN","54",1560.4,1.5604,54
2014-12-09,1560.4,"TP","3.2",1560.4,1.5604,3.2
2014-12-17,1287.3,"TN","121",1287.3,1.2873,121
2014-12-17,1287.3,"TP","4.3",1287.3,1.2873,4.3
2014-12-23,1743.4,"TN","51.3",1743.4,1.7434,51.3
2014-12-23,1743.4,"TP","1.5",1743.4,1.7434,1.5
2015-01-02,1259.8,"TN","127",1259.8,1.2598,127
2015-01-02,1259.8,"TP","2.8",1259.8,1.2598,2.8
2015-01-09,1680,"TN","92.1",1680,1.68,92.1
2015-01-09,1680,"TP","1.5",1680,1.68,1.5
2015-01-16,1129,"TN","60.2",1129,1.129,60.2
2015-01-16,1129,"TP","1.5",1129,1.129,1.5
2015-01-23,1190.8,"TN","62.8",1190.8,1.1908,62.8
2015-01-23,1190.8,"TP","1.5",1190.8,1.1908,1.5
2015-01-29,1389.1,"TN","34.9",1389.1,1.3891,34.9
2015-01-29,1389.1,"TP","1.5",1389.1,1.3891,1.5
2015-02-04,1435.4,"TN","56.9",1435.4,1.4354,56.9
2015-02-04,1435.4,"TP","1.5",1435.4,1.4354,1.5
2015-02-12,1577.4,"TN","87.9",1577.4,1.5774,87.9
2015-02-12,1577.4,"TP","2",1577.4,1.5774,2
2015-02-18,1486.1,"TN","33",1486.1,1.4861,33
2015-02-18,1486.1,"TP","1.5",1486.1,1.4861,1.5
2015-02-25,1205.6,"TN","81.3",1205.6,1.2056,81.3
2015-02-25,1205.6,"TP","1.8",1205.6,1.2056,1.8
2015-03-05,1071.2,"TN","54.5",1071.2,1.0712,54.5
2015-03-05,1071.2,"TP","19.7",1071.2,1.0712,19.7
2015-03-11,1099.6,"TN","76.6",1099.6,1.0996,76.6
2015-03-11,1099.6,"TP","2.5",1099.6,1.0996,2.5
2015-03-20,1537.5,"TN","172",1537.5,1.5375,172
2015-03-20,1537.5,"TP","5.3",1537.5,1.5375,5.3
2015-03-25,1695.9,"TN","72.7",1695.9,1.6959,72.7
2015-03-25,1695.9,"TP","2.1",1695.9,1.6959,2.1
2015-04-06,994.5,"TN","348",994.5,0.9945,348
2015-04-06,994.5,"TP","22.4",994.5,0.9945,22.4
2015-04-15,1343.6,"TN","186",1343.6,1.3436,186
2015-04-15,1343.6,"TP","15.6",1343.6,1.3436,15.6
2015-04-22,598.8,"TN","664",598.8,0.5988,664
2015-04-22,598.8,"TP","93",598.8,0.5988,93
2015-04-30,774.2,"TN","322",774.2,0.7742,322
2015-04-30,774.2,"TP","25.5",774.2,0.7742,25.5
2015-05-06,986.1,"TN","260",986.1,0.9861,260
2015-05-06,986.1,"TP","30.9",986.1,0.9861,30.9
2015-05-14,638.5,"TN","828",638.5,0.6385,828
2015-05-14,638.5,"TP","75.1",638.5,0.6385,75.1
2015-05-22,610.9,"TN","930",610.9,0.6109,930
2015-05-22,610.9,"TP","93.6",610.9,0.6109,93.6
2015-05-29,675.1,"TN","590",675.1,0.6751,590
2015-05-29,675.1,"TP","86.6",675.1,0.6751,86.6
2015-06-03,1712.1,"TN","323",1712.1,1.7121,323
2015-06-03,1712.1,"TP","48.6",1712.1,1.7121,48.6
2015-06-10,692.4,"TN","617",692.4,0.6924,617
2015-06-10,692.4,"TP","131",692.4,0.6924,131
2015-06-17,984.7,"TN","241",984.7,0.9847,241
2015-06-17,984.7,"TP","48",984.7,0.9847,48
2015-06-24,1990.5,"TN","145",1990.5,1.9905,145
2015-06-24,1990.5,"TP","13.8",1990.5,1.9905,13.8
2015-07-02,679,"TN","313",679,0.679,313
2015-07-02,679,"TP","33.9",679,0.679,33.9
2015-07-09,1592.9,"TN","167",1592.9,1.5929,167
2015-07-09,1592.9,"TP","22",1592.9,1.5929,22
2015-07-14,1013.5,"TN","272",1013.5,1.0135,272
2015-07-14,1013.5,"TP","14.5",1013.5,1.0135,14.5
2015-07-22,587.6,"TN","398",587.6,0.5876,398
2015-07-22,587.6,"TP","34.6",587.6,0.5876,34.6
2015-07-30,592.4,"TN","479",592.4,0.5924,479
2015-07-30,592.4,"TP","48.3",592.4,0.5924,48.3
2015-08-06,808.9,"TN","163",808.9,0.8089,163
2015-08-06,808.9,"TP","19.1",808.9,0.8089,19.1
2015-08-12,1758.4,"TN","240",1758.4,1.7584,240
2015-08-12,1758.4,"TP","42.5",1758.4,1.7584,42.5
2015-08-20,1147.7,"TN","381",1147.7,1.1477,381
2015-08-20,1147.7,"TP","94.6",1147.7,1.1477,94.6
2015-08-27,1542.9,"TN","341",1542.9,1.5429,341
2015-08-27,1542.9,"TP","29",1542.9,1.5429,29
2015-09-04,1316.1,"TN","484",1316.1,1.3161,484
2015-09-04,1316.1,"TP","74.3",1316.1,1.3161,74.3
2015-09-10,1096.6,"TN","129",1096.6,1.0966,129
2015-09-10,1096.6,"TP","12.9",1096.6,1.0966,12.9
2015-09-17,638.2,"TN","290",638.2,0.6382,290
2015-09-17,638.2,"TP","17.7",638.2,0.6382,17.7
2015-09-25,745.4,"TN","166",745.4,0.7454,166
2015-09-25,745.4,"TP","14.6",745.4,0.7454,14.6
2015-09-30,1529.8,"TN","53.7",1529.8,1.5298,53.7
2015-09-30,1529.8,"TP","20.7",1529.8,1.5298,20.7
2015-10-07,1059.6,"TN","270",1059.6,1.0596,270
2015-10-07,1059.6,"TP","33.5",1059.6,1.0596,33.5
2015-10-16,777,"TN","222",777,0.777,222
2015-10-16,777,"TP","54.4",777,0.777,54.4
2015-10-27,1418.8,"TN","675",1418.8,1.4188,675
2015-10-27,1418.8,"TP","80.7",1418.8,1.4188,80.7
2015-11-04,1953.5,"TN","107",1953.5,1.9535,107
2015-11-04,1953.5,"TP","9.3",1953.5,1.9535,9.3
2015-11-13,1450.9,"TN","146",1450.9,1.4509,146
2015-11-13,1450.9,"TP","4.1",1450.9,1.4509,4.1
2015-11-20,1222.6,"TN","119",1222.6,1.2226,119
2015-11-20,1222.6,"TP","11.2",1222.6,1.2226,11.2
2015-11-25,922,"TN","132",922,0.922,132
2015-11-25,922,"TP","10.6",922,0.922,10.6
2015-12-02,1077.4,"TN","29",1077.4,1.0774,29
2015-12-02,1077.4,"TP","2.1",1077.4,1.0774,2.1
2015-12-09,1794.4,"TN","84.4",1794.4,1.7944,84.4
2015-12-09,1794.4,"TP","6.9",1794.4,1.7944,6.9
2015-12-17,1285.5,"TN","78.3",1285.5,1.2855,78.3
2015-12-17,1285.5,"TP","1.6",1285.5,1.2855,1.6
2015-12-22,1460.1,"TN","55.8",1460.1,1.4601,55.8
2015-12-22,1460.1,"TP","1.5",1460.1,1.4601,1.5
2016-01-04,1698.5,"TN","183",1698.5,1.6985,183
2016-01-04,1698.5,"TP","1.7",1698.5,1.6985,1.7
2016-01-15,1126.4,"TN","243",1126.4,1.1264,243
2016-01-15,1126.4,"TP","1.6",1126.4,1.1264,1.6
2016-01-21,1851,"TN","64.5",1851,1.851,64.5
2016-01-21,1851,"TP","6.1",1851,1.851,6.1
2016-01-29,896.6,"TN","116",896.6,0.8966,116
2016-01-29,896.6,"TP","1.5",896.6,0.8966,1.5
2016-02-05,1443,"TN","74.6",1443,1.443,74.6
2016-02-05,1443,"TP","1.5",1443,1.443,1.5
2016-02-11,1084.7,"TN","48.4",1084.7,1.0847,48.4
2016-02-11,1084.7,"TP","1.5",1084.7,1.0847,1.5
2016-02-19,1672.8,"TN","170",1672.8,1.6728,170
2016-02-19,1672.8,"TP","1.5",1672.8,1.6728,1.5
2016-02-25,1354.7,"TN","31.4",1354.7,1.3547,31.4
2016-02-25,1354.7,"TP","1.5",1354.7,1.3547,1.5
2016-03-04,1204.2,"TN","115",1204.2,1.2042,115
2016-03-04,1204.2,"TP","1.5",1204.2,1.2042,1.5
2016-03-09,1704.4,"TN","69.2",1704.4,1.7044,69.2
2016-03-09,1704.4,"TP","1.5",1704.4,1.7044,1.5
2016-03-17,1776.4,"TN","135",1776.4,1.7764,135
2016-03-17,1776.4,"TP","6.1",1776.4,1.7764,6.1
2016-03-25,1403.5,"TN","167",1403.5,1.4035,167
2016-03-25,1403.5,"TP","5.3",1403.5,1.4035,5.3
2016-04-01,1193.6,"TN","97",1193.6,1.1936,97
2016-04-01,1193.6,"TP","5.7",1193.6,1.1936,5.7
2016-04-06,1193,"TN","140",1193,1.193,140
2016-04-06,1193,"TP","14.3",1193,1.193,14.3
2016-04-15,868.7,"TN","2070",868.7,0.8687,2070
2016-04-15,868.7,"TP","349",868.7,0.8687,349
2016-04-21,1085.2,"TN","1170",1085.2,1.0852,1170
2016-04-21,1085.2,"TP","207",1085.2,1.0852,207
2016-04-29,1179.4,"TN","1410",1179.4,1.1794,1410
2016-04-29,1179.4,"TP","262",1179.4,1.1794,262
2016-05-05,880.7,"TN","519",880.7,0.8807,519
2016-05-05,880.7,"TP","103",880.7,0.8807,103
2016-05-12,1036.5,"TN","606",1036.5,1.0365,606
2016-05-12,1036.5,"TP","78.4",1036.5,1.0365,78.4
2016-05-20,827.4,"TN","1480",827.4,0.8274,1480
2016-05-20,827.4,"TP","284",827.4,0.8274,284
2016-05-25,2144.1,"TN","100",2144.1,2.1441,100
2016-05-25,2144.1,"TP","9",2144.1,2.1441,9
2016-06-01,1170.2,"TN","359",1170.2,1.1702,359
2016-06-01,1170.2,"TP","39",1170.2,1.1702,39
2016-06-09,938.1,"TN","572",938.1,0.9381,572
2016-06-09,938.1,"TP","101",938.1,0.9381,101
2016-06-17,1086.7,"TN","992",1086.7,1.0867,992
2016-06-17,1086.7,"TP","156",1086.7,1.0867,156
2016-06-22,1059.3,"TN","231",1059.3,1.0593,231
2016-06-22,1059.3,"TP","28.3",1059.3,1.0593,28.3
2016-07-08,453.2,"TN","863",453.2,0.4532,863
2016-07-08,453.2,"TP","104",453.2,0.4532,104
2016-07-13,1428.5,"TN","102",1428.5,1.4285,102
2016-07-13,1428.5,"TP","10.6",1428.5,1.4285,10.6
2016-07-21,475.8,"TN","335",475.8,0.4758,335
2016-07-21,475.8,"TP","33.6",475.8,0.4758,33.6
2016-07-28,1386.2,"TN","222",1386.2,1.3862,222
2016-07-28,1386.2,"TP","19.4",1386.2,1.3862,19.4
2016-08-04,1079.9,"TN","280",1079.9,1.0799,280
2016-08-04,1079.9,"TP","35.8",1079.9,1.0799,35.8
2016-08-12,1587.9,"TN","202",1587.9,1.5879,202
2016-08-12,1587.9,"TP","40",1587.9,1.5879,40
2016-08-18,1550.2,"TN","104",1550.2,1.5502,104
2016-08-18,1550.2,"TP","24.2",1550.2,1.5502,24.2
2016-08-26,1022.9,"TN","209",1022.9,1.0229,209
2016-08-26,1022.9,"TP","87.8",1022.9,1.0229,87.8
2016-09-02,606.5,"TN","1150",606.5,0.6065,1150
2016-09-02,606.5,"TP","260",606.5,0.6065,260
2016-09-09,1562.5,"TN","251",1562.5,1.5625,251
2016-09-09,1562.5,"TP","151",1562.5,1.5625,151
2016-09-16,1040.5,"TN","135",1040.5,1.0405,135
2016-09-16,1040.5,"TP","11.9",1040.5,1.0405,11.9
2016-09-23,1208.4,"TN","110",1208.4,1.2084,110
2016-09-23,1208.4,"TP","13",1208.4,1.2084,13
2016-09-28,1436,"TN","79",1436,1.436,79
2016-09-28,1436,"TP","10.3",1436,1.436,10.3
2016-10-07,1521.8,"TN","242",1521.8,1.5218,242
2016-10-07,1521.8,"TP","19.1",1521.8,1.5218,19.1
2016-10-11,2113.9,"TN","66.3",2113.9,2.1139,66.3
2016-10-11,2113.9,"TP","2.6",2113.9,2.1139,2.6
2016-10-21,1916.7,"TN","113",1916.7,1.9167,113
2016-10-21,1916.7,"TP","1.5",1916.7,1.9167,1.5
2016-10-28,1603.2,"TN","218",1603.2,1.6032,218
2016-10-28,1603.2,"TP","5.1",1603.2,1.6032,5.1
2016-11-03,1263.1,"TN","58.6",1263.1,1.2631,58.6
2016-11-03,1263.1,"TP","1.6",1263.1,1.2631,1.6
2016-11-10,1285.8,"TN","39.8",1285.8,1.2858,39.8
2016-11-10,1285.8,"TP","1.5",1285.8,1.2858,1.5
2016-11-16,1317,"TN","64.2",1317,1.317,64.2
2016-11-16,1317,"TP","2.7",1317,1.317,2.7
2016-12-01,1229.3,"TN","204",1229.3,1.2293,204
2016-12-01,1229.3,"TP","3.7",1229.3,1.2293,3.7
2016-12-09,919.6,"TN","111",919.6,0.9196,111
2016-12-09,919.6,"TP","4.6",919.6,0.9196,4.6
2016-12-16,1968.2,"TN","91",1968.2,1.9682,91
2016-12-16,1968.2,"TP","1.5",1968.2,1.9682,1.5
2016-12-22,1481.8,"TN","62.1",1481.8,1.4818,62.1
2016-12-22,1481.8,"TP","2.8",1481.8,1.4818,2.8
2016-12-28,1510,"TN","78.2",1510,1.51,78.2
2016-12-28,1510,"TP","2.5",1510,1.51,2.5
2017-01-12,1688.1,"TN","94.6",1688.1,1.6881,94.6
2017-01-12,1688.1,"TP","1.5",1688.1,1.6881,1.5
2017-01-20,1556.5,"TN","39.6",1556.5,1.5565,39.6
2017-01-20,1556.5,"TP","1.5",1556.5,1.5565,1.5
2017-01-25,1846.5,"TN","47.1",1846.5,1.8465,47.1
2017-01-25,1846.5,"TP","1.5",1846.5,1.8465,1.5
2017-02-01,1362.9,"TN","53.8",1362.9,1.3629,53.8
2017-02-01,1362.9,"TP","1.5",1362.9,1.3629,1.5
2017-02-08,1968.4,"TN","43.1",1968.4,1.9684,43.1
